,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo
785,785,We are not making enough progress on our group project This project is a failure because of John , Blaming,making enough progress group project project failure john,12.332637,1.6112564,5.8904314,7.4072413,-4.9158535,10.283818,16,3,6,1,2,0
786,786,My boyfriend and I were supposed to go out last night and I got very aggravated at the change of plans and that he pushed back the time. he didn't respect our initial commitment , Negative feeling or emotion,boyfriend supposed go last night got aggravated change plan pushed back time didnt respect initial commitment,1.8628978,6.1729755,0.46554396,3.752086,15.7485895,9.032822,1,16,17,0,2,1
787,787,I was with friends and misinterpreted a comment and was upset for the wrong reasons. Turns out I misheard what was said and made a big deal out of nothing. Why are my friends treating me so harshly? , Negative feeling or emotion,friend misinterpreted comment upset wrong reason turn misheard said made big deal nothing friend treating harshly,3.5702121,5.366103,-1.6389247,3.563982,9.171328,8.858077,17,10,7,0,0,3
788,788,I was planning a bachelor party for a friend and some of the people invited were not satisfied with what I was trying to plan. Why can't they cooperate on this? , Personalizing,planning bachelor party friend people invited satisfied trying plan cant cooperate,5.022856,4.4113374,-1.4449848,4.644324,7.027792,11.333376,17,10,7,0,0,3
789,789,I tried to make friends with people but they kept ignoring me. I am not interesting , Negative feeling or emotion,tried make friend people kept ignoring interesting,2.7734725,7.980581,-1.8238705,1.0789766,8.921569,7.0715337,4,10,7,0,0,3
790,790,I've been sitting at my desk for a long time and I haven't been able to get anything done. I will lose my job eventually. , Catastrophizing,ive sitting desk long time havent able get anything done lose job eventually,16.75281,1.0292858,5.200306,6.7024493,-3.5101717,7.9560537,5,3,6,1,2,0
791,791,In class I feel like others hear my thoughts and judge me. When some things really don't work(for example I have some things for school for tommorow and I can't find how to do that thing after searching hours on internet I get angry and sometimes results to self harm(punching). I sometimes feel like everybody is here just to watch me and see how I react to things(sounds insane). Am I insane? , Labeling,class feel like others hear thought judge thing really dont workfor example thing school tommorow cant find thing searching hour internet get angry sometimes result self harmpunching sometimes feel like everybody watch see react thingssounds insane insane,12.316332,11.323636,10.697676,-3.2672448,6.0365925,-1.1224946,2,11,14,2,1,2
792,792,My boyfriend made fun of me for losing a game. I got upset and we had an argument. I'm really bad at everything I do. , All-or-nothing thinking,boyfriend made fun losing game got upset argument im really bad everything,2.2231815,6.9829745,0.33818597,2.9363546,15.350675,9.883604,1,16,17,0,0,1
793,793,My boss pointed out an unintentional error in my work. I am incapable of doing anything right. , All-or-nothing thinking,bos pointed unintentional error work incapable anything right,13.206301,0.6384921,2.096461,8.616968,-2.537667,11.284907,7,3,6,1,2,0
794,794,"When doing some piecework online, I was told that my work was not good. I worked hard on these jobs, and was sure I had done well. ", Overgeneralizing,piecework online told work good worked hard job sure done well,12.004472,1.0536526,5.135905,6.659797,-6.4857216,7.567554,16,3,12,1,2,0
795,795,They are racist I hate Republicans , Negative feeling or emotion,racist hate republican,4.751797,8.671994,0.035693478,0.9857599,9.154968,5.9658194,17,4,16,0,0,3
796,796,Go fuck yourself Fuck you , Negative feeling or emotion,go fuck fuck,8.707704,11.242558,9.266161,-0.44085446,6.834488,2.093995,11,4,16,2,1,2
797,797,Once I was unemployed because I had many faults at work Having done things wrong , Personalizing,unemployed many fault work done thing wrong,15.976874,0.7699436,6.825664,2.425868,-3.3675635,9.004327,5,7,5,1,0,0
798,798,I worried about being late and I almost crashed the car I worry too much , Negative feeling or emotion,worried late almost crashed car worry much,15.740045,2.4142027,13.238819,4.0838385,-2.4490466,10.042003,7,15,6,2,1,0
799,799,That's what my mom tells me growing up I'm worthless , Overgeneralizing,thats mom tell growing im worthless,8.97868,11.126101,8.803065,-0.348259,-1.0833892,6.8919497,11,2,2,2,1,0
800,800,I invited a co-worker out and they turn me down They will never want to go out with me , Labeling,invited coworker turn never want go,4.0116186,12.568462,-5.191641,7.9914203,9.597784,7.9676976,4,10,7,0,0,3
801,801,My crush doesn't like me back Never finding love , Overgeneralizing,crush doesnt like back never finding love,4.626409,11.9675665,-2.8131826,-4.8221507,14.760662,8.084427,4,8,3,0,0,1
802,802,"I asked my daughter a question, and she responded in a snotty way. She doesn't love me like she used to. ", Personalizing,asked daughter question responded snotty way doesnt love like used,3.7527552,-0.62527174,-5.111817,9.927345,15.6982765,3.3367414,13,1,8,0,4,1
803,803,"Recent rape, prior trauma, isolation, boredom, loneliness, feeling abandoned and so alone I can't get through this ", Negative feeling or emotion,recent rape prior trauma isolation boredom loneliness feeling abandoned alone cant get,10.9722185,11.96317,9.591513,-1.2442981,8.405948,0.5503268,2,11,0,2,1,2
804,804,Becoming broke again. I can't and never will escape this prison at my moms house , Negative feeling or emotion,becoming broke cant never escape prison mom house,11.718814,11.470179,9.711201,-0.62270045,-1.671501,5.289255,2,2,1,2,1,0
805,805,I don't know why I am writing the essay Nobody cares what I have to say , Overgeneralizing,dont know writing essay nobody care say,6.3209023,10.523252,1.1198771,0.288102,7.259265,4.2054734,10,4,2,0,0,3
806,806,"I showed a new game idea I have to some friends I have in a chat room we all have together, but only 2 of them responded. My friends aren't interested in my game idea ", Mind reading,showed new game idea friend chat room together responded friend arent interested game idea,2.8315408,5.9687653,-2.0053284,2.9170582,9.169883,8.603709,17,10,7,0,0,3
807,807,I put in a lot of time on an Mturk task and was rejected on an attention request. I suggested a better way of handling these errors (automatic ejection) to the researcher and their answer showed they didn't understand my point. I didn't explain this right. , Personalizing,put lot time mturk task rejected attention request suggested better way handling error automatic ejection researcher answer showed didnt understand point didnt explain right,10.155984,0.29520893,2.8569474,8.088499,-3.8189838,9.803736,16,3,5,1,2,0
808,808,"While in a group voice chat, everyone left me without saying goodbye. Does nobody want to talk to me? ", Mind reading,group voice chat everyone left without saying goodbye nobody want talk,2.5079467,7.5572534,-1.894568,1.1474886,9.159931,7.229427,17,10,7,0,0,3
809,809,My sister put pictures of everyone but me on her holiday card No one cares about me , Overgeneralizing,sister put picture everyone holiday card one care,5.2466397,-1.0077873,-1.144701,9.33822,11.242694,7.6742296,3,13,15,0,2,1
810,810,i and my brother were working in the same office were i am his senior and when he does careless mistakes my boss warned me as i am his senior who is responsible for his work my brother is very careless as he has the feeling that there is no one to ask him as his sister is the one who is senior , Overgeneralizing,brother working office senior careless mistake bos warned senior responsible work brother careless feeling one ask sister one senior,5.7259545,4.5596213,1.7737925,8.634193,13.475028,8.870448,14,3,15,1,2,1
811,811,"I was greatly irritated, almost angry,  when a close friend reached out to me for assistance on taxes.  I usually do them, but I did not want to be bothered this year and felt almost used. I feel my friend used me. ", Personalizing,greatly irritated almost angry close friend reached assistance tax usually want bothered year felt almost used feel friend used,5.0757236,5.381953,-0.49928623,7.747878,9.17015,8.350223,10,6,11,0,2,3
812,812,A friend who is a recent widower has started dating. My friend is ignoring his recently-deceased wife. , Mind reading,friend recent widower started dating friend ignoring recentlydeceased wife,3.0281928,1.1407415,-5.1467257,7.8715525,13.844537,7.821519,1,1,3,0,0,1
813,813,I called my friend three times this past week but she hasn't answered or called/messaged me back yet. Maybe she doesn't really like me as much as I thought and like her. Maybe I'm awkward. , Mind reading,called friend three time past week hasnt answered calledmessaged back yet maybe doesnt really like much thought like maybe im awkward,1.6734922,0.63738966,-5.370694,9.110552,15.673786,5.161114,13,1,8,0,4,1
814,814,I completely overreacted to my teenage son's grades. Why isn't this kid applying himself? , Overgeneralizing,completely overreacted teenage son grade isnt kid applying,5.700988,4.544884,10.938644,8.523409,11.056327,7.7546873,14,5,15,1,3,1
815,815,I was given a wrong dosage of medication by my Doctor.  I couldn't figure out why I felt so bad until I went back to see him. Medication can be dangerous. , All-or-nothing thinking,given wrong dosage medication doctor couldnt figure felt bad went back see medication dangerous,12.948768,3.6893013,13.174979,4.7136836,7.8033514,11.685237,6,15,11,1,1,3
816,816,Rejected from my dream company I never get what I want , Overgeneralizing,rejected dream company never get want,13.460959,-0.31754464,4.189205,4.3632174,-4.773995,9.65825,5,7,1,1,2,0
817,817,My boss on the construction site was very mean and aggressive with me. I must not have been doing a good job , Personalizing,bos construction site mean aggressive must good job,11.972724,-0.63013744,0.11947098,7.9345183,-2.2720046,11.398068,16,3,5,1,2,0
818,818,Your car broke down on the way to work and you are getting late I will lose my job over this! , Catastrophizing,car broke way work getting late lose job,16.257456,0.08586646,2.313304,7.569312,-2.2343624,11.247186,7,3,6,1,2,0
819,819,I was at work and sent info for an ad to our local newspaper. They called me later and said my boss had over-ridden everything and sent them new info. He shouldn't assign me a task if he doesn't trust my work. , Should statements,work sent info ad local newspaper called later said bos overridden everything sent new info shouldnt assign task doesnt trust work,12.344019,-0.5409476,2.0804453,8.55021,-2.6516912,11.31158,16,3,5,1,2,0
820,820,My daughter lied to me about a photo on her phone because she was embarrassed she doesnt want to share things with me , Personalizing,daughter lied photo phone embarrassed doesnt want share thing,3.5939722,-0.6022646,-4.532465,10.361358,15.218945,2.8131354,13,1,8,0,4,1
821,821,My Dentist told me I'd need a root canal procedure. I'm going to have to endure some physical and financial pain. , Fortune telling,dentist told id need root canal procedure im going endure physical financial pain,17.255903,1.3119698,8.283548,1.5035444,-2.3035493,6.122625,7,7,1,1,0,0
822,822,"I was passed over for a small promotion at my place of work. The person who got the promotion was younger and less experienced than me, but a favorite of the boss. I was angry because I was the better person for the job. ", Personalizing,passed small promotion place work person got promotion younger le experienced favorite bos angry better person job,11.495539,-0.6289419,-0.041282885,6.8187647,-2.2666247,11.31485,16,3,5,1,2,0
823,823,My uncle was in a serious accident and ignorant members of my family did not contact me and let me know. The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle. , Mind reading,uncle serious accident ignorant member family contact let know anger felt member family like refused let know beloved uncle,9.799258,1.4428313,1.0995398,9.0906925,13.530488,8.422772,14,13,15,1,2,1
824,824,"I am quite fond of a coworker and decide to talk to them. I offer up the idea that it might be fun to go out together sometime, and they respond with the fact they are too busy. I'm not attractive or have a good enough personality. ", Labeling,quite fond coworker decide talk offer idea might fun go together sometime respond fact busy im attractive good enough personality,4.0110836,12.569562,-5.283489,8.207217,10.2783165,7.66396,4,10,16,0,4,1
825,825,"one of my friend posted a video of a spider getting inside a car, and she so happened to have had her car broken into. So i asked her if the police found whoever broke into her car, and she totally ignored me maybe she doesn't like me anymore. ", Mind reading,one friend posted video spider getting inside car happened car broken asked police found whoever broke car totally ignored maybe doesnt like anymore,1.7004378,0.57935476,-5.169744,8.017442,14.73512,7.347256,13,1,8,0,0,1
826,826,"I had tentative plans to get together with friends last week, but they never got back to me. they don't really like me ", Mind reading,tentative plan get together friend last week never got back dont really like,2.2842352,6.8962903,-2.0280836,2.9813645,9.514912,8.167205,17,10,7,0,0,3
827,827,My husband and his friends are always speaking Spanish in front of me and I cannot understand anything they are saying things in front of me that they don't want me to know or understand , Negative feeling or emotion,husband friend always speaking spanish front cannot understand anything saying thing front dont want know understand,3.4111602,5.219487,-0.6044709,2.20232,9.330544,8.326062,17,10,7,0,0,3
828,828,"I asked my husband to get me wine on the way home from work, but he forgot. He is selfish ", Labeling,asked husband get wine way home work forgot selfish,4.076665,4.37197,1.9235556,4.218393,15.747,9.085279,1,16,17,0,2,1
829,829,"My husband wants a divorce, I've self isolated for years, my brother died Worthlessness, abandonment, grief ", Negative feeling or emotion,husband want divorce ive self isolated year brother died worthlessness abandonment grief,10.840099,11.930287,9.4164295,-0.8223823,8.693512,0.5411989,2,4,0,2,1,2
830,830,I was at my Moms house today and we were talking about my job. She was shocked that I had been there for more than a decade. She felt that it wasn't a good enough job. We were talking in the living room. She gasped as if that was insane. My job is worthless , Catastrophizing,mom house today talking job shocked decade felt wasnt good enough job talking living room gasped insane job worthless,15.926303,0.8263175,6.111405,2.632315,-1.6133388,7.9840245,5,7,1,1,0,0
831,831,"At dinner my mother in law kept trying to tell me how to watch my daughter and was being condensending, I finally got angry and told her to mind her own business. My mother in law thinks I am an incompetent father. ", Mind reading,dinner mother law kept trying tell watch daughter condensending finally got angry told mind business mother law think incompetent father,7.2724905,-0.8838477,1.0875872,9.203616,14.636003,2.2372916,14,13,15,1,2,1
832,832,"my neighbors downstairs were having a party, and would not be quiet so i had to call the police and not get any sleep before work I am being disrespected ", Labeling,neighbor downstairs party would quiet call police get sleep work disrespected,7.2505226,-0.8599024,-1.0197445,5.910348,8.073656,11.425963,16,6,11,1,2,3
833,833,I was driving home with my mother and we were talking about something. I said something stupid that didn't make sense and she called me out on it. My opinions aren't valuable. , Disqualifying the Positive,driving home mother talking something said something stupid didnt make sense called opinion arent valuable,5.750139,-1.0044208,0.77821094,9.264517,9.134894,9.065792,3,13,11,0,2,3
834,834,My partner broke up with me and slept with someone else No one cares about me , Overgeneralizing,partner broke slept someone else one care,5.6828704,10.228194,-1.2320625,1.1703793,12.363077,1.5809879,10,16,0,0,0,2
835,835,My girlfriend was distracted by other men at the gym. I'm not attractive enough. , Mind reading,girlfriend distracted men gym im attractive enough,2.837866,0.32570708,-5.287324,9.163183,15.660814,4.985179,13,1,8,0,4,1
836,836,"My partner was visiting her daughter, who was having surgery.  I got annoyed with her on the phone because she was being distracted. I wanted her to pay attention and not interrupt me. ", Personalizing,partner visiting daughter surgery got annoyed phone distracted wanted pay attention interrupt,2.9948885,0.6683414,-4.756042,10.108329,14.9440975,7.821767,13,1,17,0,4,1
837,837,I got in a fight with my roommate over the bathroom He's so damn inconsiderate , Labeling,got fight roommate bathroom he damn inconsiderate,5.016129,5.584041,-0.105211824,6.70237,15.177281,10.202569,1,16,17,0,2,1
838,838,"A Roomate of mine stole my comptuer Someone I trusted stole something valuable of mine, I was extremely angry and wanted justice ", Emotional reasoning,roomate mine stole comptuer someone trusted stole something valuable mine extremely angry wanted justice,7.130127,-0.95409155,-0.3123521,7.77811,8.878325,10.311295,3,6,11,1,2,3
839,839,My sister tried to commit suicide whilst at middle school I was not a good enough sister , Labeling,sister tried commit suicide whilst middle school good enough sister,6.398047,-0.9772191,-0.7468942,9.268154,11.232781,7.694316,3,13,15,1,2,1
840,840,I came home to find an ambulance and firetruck in front of my house.  I feared something had happened to my old mom.  I ran in the house to find everything was fine and that the ambulance was for our neighbor.  I screamed at my sister for not texting me to tell me that the ambulance was not for my mom when she knew I was coming home at that time.  She told me it had just arrived and there was no time to let me know but I was still irrationally angry at her.  And instead of being happy that my mom was ok I was instead angry at my sister. my sister was thoughtless to not call me , Negative feeling or emotion,came home find ambulance firetruck front house feared something happened old mom ran house find everything fine ambulance neighbor screamed sister texting tell ambulance mom knew coming home time told arrived time let know still irrationally angry instead happy mom ok instead angry sister sister thoughtless call,6.7185082,-0.9399842,0.9754579,9.170061,13.737867,8.094393,3,13,15,1,2,1
841,841,I got a parking ticket because my sister forgot to register for overnight parking in front of my house. I am responsible for her mistakes. , Blaming,got parking ticket sister forgot register overnight parking front house responsible mistake,10.51211,0.10231905,2.6364324,8.72533,9.0193205,9.539192,0,6,11,1,2,3
842,842,My spouse got a new gaming console and spends most of his free time playing video games. I am not good enough for him. , Labeling,spouse got new gaming console spends free time playing video game good enough,2.757783,5.960675,3.3855386,5.099783,15.068588,8.048552,1,16,17,0,2,1
843,843,I did badly in a writing contest I entered. I did not final. I am a bad writer. , All-or-nothing thinking,badly writing contest entered final bad writer,12.173508,3.9295242,11.438341,5.4597125,-5.9482303,6.004108,8,5,12,1,1,0
844,844,"I am unable to write the essay My laptop is crap! If only I had a better laptop, I could have been better at writing ", Negative feeling or emotion,unable write essay laptop crap better laptop could better writing,12.201795,3.9453492,11.428335,5.520329,-5.76853,5.8291945,8,5,12,1,1,0
845,845,A student let me know they are struggling to grasp any of the concepts in class. Am I not explaining the material well? , All-or-nothing thinking,student let know struggling grasp concept class explaining material well,10.904289,2.80712,10.929302,8.51346,-7.609957,6.821644,16,5,12,1,3,0
846,846,I'm failing school I'm worthless , Comparing and Despairing,im failing school im worthless,9.955877,11.303835,9.113719,-0.48218513,-1.9491153,5.7686267,11,2,4,2,1,0
847,847,"I painted with my friends The color in their work is so much more vibrant, mine doesn't look this good ", Comparing and Despairing,painted friend color work much vibrant mine doesnt look good,10.038506,1.0199027,7.548359,9.306988,5.892403,12.067618,16,0,5,1,3,3
848,848,Working on a project with Python and have not gotten it to successfully run. Why is it still messed up? , Disqualifying the Positive,working project python gotten successfully run still messed,12.834904,3.7793741,4.6518025,8.418772,-3.4984493,7.936338,15,3,6,1,2,0
849,849,I couldn't talk confidently with a stranger My parents are to blame for my lack of confidence , Blaming,couldnt talk confidently stranger parent blame lack confidence,5.066496,5.5115356,2.0725331,4.303239,8.72335,7.2361345,17,6,7,0,2,3
850,850,I saw my best friend kissing with my long time crush No one cares about me , Negative feeling or emotion,saw best friend kissing long time crush one care,5.7028003,10.30409,-0.18439089,0.83128846,12.01909,1.7070115,10,16,0,0,0,2
851,851,"A few days ago, I got angry at my husband's grandmother who lives next door for beeping her horn till I came out of the house and asking me to come to dinner. She doesn't respect me. ", Overgeneralizing,day ago got angry husband grandmother life next door beeping horn till came house asking come dinner doesnt respect,6.484413,-0.9682405,0.6890275,9.302242,15.766238,3.8612952,3,13,15,1,2,1
852,852,My girlfriend said I was a taker when I said she did not emotionally support me before going to a movie last Saturday. My girlfriend will leave me. , Fortune telling,girlfriend said taker said emotionally support going movie last saturday girlfriend leave,2.2264936,0.93011147,-5.399069,9.338623,15.208826,2.7990816,13,1,8,0,4,1
853,853,My boss pointed out an unintentional error in my work This work is a failure , All-or-nothing thinking,bos pointed unintentional error work work failure,13.002498,0.90894204,2.055337,8.652871,-3.2053745,10.727278,16,3,6,1,2,0
854,854,last week i went in for a job interview that i thought went very well but then i didnt get the job ill never be able to find a good job , Fortune telling,last week went job interview thought went well didnt get job ill never able find good job,14.703511,-0.033219967,4.2825756,4.3215094,-4.996739,10.131188,5,7,1,1,2,0
855,855,"Last week, my co-worker was invited to participate in a workshop and I was not. My co-worker is better than me. ", Comparing and Despairing,last week coworker invited participate workshop coworker better,10.687059,-0.15977903,-1.2587087,5.4415927,-1.8433414,10.660181,16,10,5,1,2,0
856,856,"My relationship ended out of nowhere, constantly stressed about my job, i ever feel like be worth it to another person or to my friends unless they need something. I don’t feel like I’m worth it. ", All-or-nothing thinking,relationship ended nowhere constantly stressed job ever feel like worth another person friend unless need something dont feel like im worth,11.009332,11.993382,8.803336,-0.39198703,8.891672,0.71467936,2,2,0,2,1,2
857,857,"My relationshi ended out of nowhere, constantly stressed about my job, i ever feel like be worth it to another person or to my friends unless they need something. I don’t feel like I’m worth it. ", Catastrophizing,relationshi ended nowhere constantly stressed job ever feel like worth another person friend unless need something dont feel like im worth,10.945219,11.937708,9.034022,-0.47158933,8.865688,0.6835931,2,2,0,2,1,2
858,858,I got bad grades in the exam My teacher is the reason I'm not doing well , Blaming,got bad grade exam teacher reason im well,12.343706,7.059355,11.068497,8.403034,-8.786499,7.12247,8,5,12,2,3,0
859,859,"I'm organizing a birthday party for my kid My niece's birthday party had twice the amount of people, our party will be rubbish in comparison ", Comparing and Despairing,im organizing birthday party kid niece birthday party twice amount people party rubbish comparison,14.801488,-1.3615761,-1.4291093,4.582787,6.498537,11.543381,12,10,7,1,0,3
860,860,I am walking down the street in a new red jeans and a stranger looked at the jeans I should have never worn these jeans and stick to blue ones , Should statements,walking street new red jean stranger looked jean never worn jean stick blue one,9.743436,0.01731006,7.492733,9.343975,5.987018,12.263319,0,0,13,1,3,3
861,861,a girl i really liked would not go out on a date with me im not very attractive , All-or-nothing thinking,girl really liked would go date im attractive,4.239099,12.344163,-5.491932,8.798114,10.262944,7.309464,4,1,16,0,4,1
862,862,"I made a joke that fell flat in front of someone I just met, and that person left the room. People will never perceive me as acting naturally in social situations. ", Fortune telling,made joke fell flat front someone met person left room people never perceive acting naturally social situation,5.7210484,4.6019998,-1.5366112,4.178178,7.122894,11.27866,17,10,7,1,0,3
863,863,The team captain on my gaming team approached me to try to remove me as the vice captain on the team citing that they didn't think I was doing enough to assist them. You hardly communicate what you need at all. How am I supposed to help? , Personalizing,team captain gaming team approached try remove vice captain team citing didnt think enough assist hardly communicate need supposed help,11.253166,-0.10353071,1.1766427,4.1311646,-2.25593,9.960304,16,3,5,1,2,0
864,864,"I keep pushing myself towards new things. I keep working, studying, socializing, exercising. I'm doing far more thab anyonr I know and I still go to sleep every night, hoping I won't wake up. I'm everything I can and I still feel like shit ", Disqualifying the Positive,keep pushing towards new thing keep working studying socializing exercising im far thab anyonr know still go sleep every night hoping wont wake im everything still feel like shit,11.909763,11.455724,10.188947,-1.3487195,4.830754,0.95794797,2,2,14,2,1,2
865,865,We are late to the dinner party The party is spoilt because of us , Personalizing,late dinner party party spoilt u,14.939366,-1.1636041,0.57599723,3.8272204,-3.2063966,10.89904,12,6,6,1,2,0
866,866,"I am at a party where I only know the host and the stranger I don't know why I was invited, I don't know anyone here ", Catastrophizing,party know host stranger dont know invited dont know anyone,2.2926092,7.5346103,-1.5507746,2.9501488,6.8701468,11.052572,4,10,7,0,0,3
867,867,Our marriage is lousy The reason my marriage is so lousy is because my husband is totally unreasonable , Blaming,marriage lousy reason marriage lousy husband totally unreasonable,4.2003083,4.225244,4.933608,2.963072,14.997651,7.855607,1,16,17,0,0,1
868,868,I gave a present to my friend on her birthday My present was much smaller in size than the others , Comparing and Despairing,gave present friend birthday present much smaller size others,12.294873,-0.7739978,-1.1957247,9.250548,9.047361,9.4433,12,13,11,1,2,3
869,869,"My brother and I have been really getting into a lot of fights. This past weekend he blew up again because he thought I was talking over him, but he does it all the time to me. I was upset because of his temper tantrums again, it has been happening too much over the past few or more years. He is supposed to act like an adult now and he isn't. I can't really talk to him anymore because I fear that he will explode, although he does t anyways. I am so angry that he is such a hypocrite. He doesn't realize he is guilty of the same things he explodes about. ", Negative feeling or emotion,brother really getting lot fight past weekend blew thought talking time upset temper tantrum happening much past year supposed act like adult isnt cant really talk anymore fear explode although anyways angry hypocrite doesnt realize guilty thing explodes,5.6633763,4.583773,1.4847243,7.149056,14.9662075,10.089832,14,13,17,1,2,1
870,870,Last week I talked to a girl at a bar but was rejected by her I am undesirable , Labeling,last week talked girl bar rejected undesirable,4.1674805,12.414786,-5.5153303,8.82427,10.224881,7.485961,4,1,16,0,4,1
871,871,Nobody finds me attractive other then my boyfriend I am ugly , Negative feeling or emotion,nobody find attractive boyfriend ugly,5.002466,11.59699,-0.87655,-0.65740526,9.200749,4.742353,4,8,16,0,0,2
872,872,i posted myself on instagram lack of self-worth , Comparing and Despairing,posted instagram lack selfworth,8.969599,11.295643,1.1408522,0.29860955,-1.0159771,6.828938,11,2,2,2,0,0
873,873,I sent my boyfriend several long text messages to which he responded with only one sentence. I'm worried I'm annoying my boyfriend. , Mind reading,sent boyfriend several long text message responded one sentence im worried im annoying boyfriend,0.750647,6.0776796,-1.1982455,4.849255,15.442628,9.856093,1,16,3,0,0,1
874,874,I keep failing at everything. I feel like I need to die to be happy. , Disqualifying the Positive,keep failing everything feel like need die happy,11.022579,11.950832,13.007585,3.69747,-1.3571527,4.3500056,2,14,4,2,1,4
875,875,They betrayed me. They made me suffer and made me sucidal and depressed and now they are enjoying their life. I want to take revenge , Blaming,betrayed made suffer made sucidal depressed enjoying life want take revenge,9.597449,1.5976217,0.3677672,6.6845303,9.135896,7.1610823,3,6,2,1,2,3
876,876,Just being alive. Living is boring and not worth it. Nothing makes me happy or has ever done so. If only i was more selfish i could end it. Doing basic tasks without the threat of making my life even worse is a struggle. , Overgeneralizing,alive living boring worth nothing make happy ever done selfish could end basic task without threat making life even worse struggle,10.16736,11.605616,9.4857855,-0.9854499,5.39877,1.4164249,2,2,14,2,1,2
877,877,"I feel as though I cannot do anything that is worth a damn. I dream of doing these wonderful things and yet, here I am on my overweight ass not doing anything. I'm mooching off my low-middle class parents with no regard to the future comsequences if I continue to stay at home doing nothing but sleeping and eating along with the occasional gaming or binging sessions. I have enormous self pity and self loathing for myself all the time. I fear of dying acconplishing nothing and yet don't care if I die at the same time. I also blame the world for making it impossible to live while also blaming myself. My life is hypocrisy incarnate. I'm worthless ", Should statements,feel though cannot anything worth damn dream wonderful thing yet overweight as anything im mooching lowmiddle class parent regard future comsequences continue stay home nothing sleeping eating along occasional gaming binging session enormous self pity self loathing time fear dying acconplishing nothing yet dont care die time also blame world making impossible live also blaming life hypocrisy incarnate im worthless,10.897777,11.925011,10.033189,-1.2044705,4.972688,1.2172883,2,2,14,2,1,2
878,878,I hate my life Killing myself , Disqualifying the Positive,hate life killing,10.576907,14.295482,9.727991,-1.0131629,5.587862,0.8164358,2,11,14,2,1,2
879,879,i am a ghost. i am dead. , Emotional reasoning,ghost dead,8.610843,11.136142,13.057977,3.7350292,8.401994,3.0891433,11,14,16,2,1,2
880,880,My friends don't help me when I ask them to help with my suicidal thoughts. I want to end my life. , Blaming,friend dont help ask help suicidal thought want end life,10.55512,14.319904,10.693517,-3.173229,6.331517,-0.111551404,2,11,14,2,1,2
881,881,Depression that started a few years ago Suicidal thoughts , Negative feeling or emotion,depression started year ago suicidal thought,10.516077,14.362553,10.68493,-3.187999,6.2872095,-0.16192572,2,11,14,2,1,2
882,882,"The only people I have left are my 2 friends. It doesn't feel like my family cares, or even anyone else. I dont want my death to cause my own friends to do the same because they're also going through their own problems Deciding if I want to keep living. ", Disqualifying the Positive,people left friend doesnt feel like family care even anyone else dont want death cause friend theyre also going problem deciding want keep living,11.042469,12.0596485,10.945381,-1.0973117,7.746257,0.71230996,2,15,0,2,1,2
883,883,Everyday life is too hard and I hate it. I wish I wouldn’t wake up. , Disqualifying the Positive,everyday life hard hate wish wouldnt wake,12.183352,11.351021,10.016446,-0.975074,4.8796005,1.085597,2,2,14,2,1,2
884,884,I gained weight I hate myself and im a fat pig , Disqualifying the Positive,gained weight hate im fat pig,-6.847722,11.371459,14.004295,8.168036,-1.2051109,0.84116006,9,9,10,2,3,4
885,885,I think that I am fatter that everyone else but i am not I feel fat even though I have a strong build and I run alot , Disqualifying the Positive,think fatter everyone else feel fat even though strong build run alot,-6.845161,11.373867,13.932242,8.179059,-1.2435364,0.8922205,9,9,10,2,3,4
886,886,When I feel ugly and hate my self I will go crazy if I don't control my racing thoughts , Fortune telling,feel ugly hate self go crazy dont control racing thought,13.622464,11.008029,10.789502,-3.7795978,6.0284386,-1.1501267,6,11,14,2,1,2
887,887,All of my relationship attempts have ended in failure I feel like I will never be loved in a romantic way because I am not very pretty , Labeling,relationship attempt ended failure feel like never loved romantic way pretty,4.850958,11.748263,-0.87088215,-0.66334414,9.415612,4.4081755,4,8,16,0,0,2
888,888,"My sister looking amazing and me looking heinous, people at school being toxic Suicidal thoughts, cutting, depression(I think), wanting to die sometimes, having mental/emotional break downs at least three times per week ,being lonely despite being surrounded by people,hating my body/appearance, acts of suicide eg: holding a knife up to my chest and slicing my throat lightly with scissors or knife, comparing myself to others in a really toxic and non realistic way. ", Negative feeling or emotion,sister looking amazing looking heinous people school toxic suicidal thought cutting depressioni think wanting die sometimes mentalemotional break down least three time per week lonely despite surrounded peoplehating bodyappearance act suicide eg holding knife chest slicing throat lightly scissors knife comparing others really toxic non realistic way,11.031419,12.075661,10.690935,-3.1485643,6.252517,-0.15238559,2,11,14,2,1,2
889,889,I've made bad choices that could have harmed those close to me that I personally could never forgive. I don't deserve to get better. , Labeling,ive made bad choice could harmed close personally could never forgive dont deserve get better,11.636384,7.8841605,2.5887444,4.958753,6.714037,2.0317948,11,6,14,2,2,2
