,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo,all-mpnet-base-v2 hdbscan_manual,all-MiniLM-L12-v2 hdbscan_manual,All-Distilroberta-v1 hdbscan_manual
787,787,I was with friends and misinterpreted a comment and was upset for the wrong reasons. Turns out I misheard what was said and made a big deal out of nothing. Why are my friends treating me so harshly? , Negative feeling or emotion,friend misinterpreted comment upset wrong reason turn misheard said made big deal nothing friend treating harshly,5.33447,6.1169195,5.33447,6.1169195,5.33447,6.1169195,17,10,7,0,0,3,7,-1,1
788,788,I was planning a bachelor party for a friend and some of the people invited were not satisfied with what I was trying to plan. Why can't they cooperate on this? , Personalizing,planning bachelor party friend people invited satisfied trying plan cant cooperate,5.7350497,7.376691,5.7350497,7.376691,5.7350497,7.376691,17,10,7,0,0,3,-1,15,1
789,789,I tried to make friends with people but they kept ignoring me. I am not interesting , Negative feeling or emotion,tried make friend people kept ignoring interesting,5.7727795,5.332668,5.7727795,5.332668,5.7727795,5.332668,4,10,7,0,0,3,7,16,1
790,790,I've been sitting at my desk for a long time and I haven't been able to get anything done. I will lose my job eventually. , Catastrophizing,ive sitting desk long time havent able get anything done lose job eventually,8.7883005,9.353681,8.7883005,9.353681,8.7883005,9.353681,5,3,6,1,2,0,10,-1,1
791,791,In class I feel like others hear my thoughts and judge me. When some things really don't work(for example I have some things for school for tommorow and I can't find how to do that thing after searching hours on internet I get angry and sometimes results to self harm(punching). I sometimes feel like everybody is here just to watch me and see how I react to things(sounds insane). Am I insane? , Labeling,class feel like others hear thought judge thing really dont workfor example thing school tommorow cant find thing searching hour internet get angry sometimes result self harmpunching sometimes feel like everybody watch see react thingssounds insane insane,8.447982,4.4404283,8.447982,4.4404283,8.447982,4.4404283,2,11,14,2,1,2,7,-1,1
792,792,My boyfriend made fun of me for losing a game. I got upset and we had an argument. I'm really bad at everything I do. , All-or-nothing thinking,boyfriend made fun losing game got upset argument im really bad everything,3.3017595,6.5999384,3.3017595,6.5999384,3.3017595,6.5999384,1,16,17,0,0,1,4,8,1
793,793,My boss pointed out an unintentional error in my work. I am incapable of doing anything right. , All-or-nothing thinking,bos pointed unintentional error work incapable anything right,7.445539,8.379562,7.445539,8.379562,7.445539,8.379562,7,3,6,1,2,0,13,36,1
794,794,"When doing some piecework online, I was told that my work was not good. I worked hard on these jobs, and was sure I had done well. ", Overgeneralizing,piecework online told work good worked hard job sure done well,7.3366766,8.966779,7.3366766,8.966779,7.3366766,8.966779,16,3,12,1,2,0,-1,5,1
795,795,They are racist I hate Republicans , Negative feeling or emotion,racist hate republican,6.297265,5.803988,6.297265,5.803988,6.297265,5.803988,17,4,16,0,0,3,7,33,1
796,796,Go fuck yourself Fuck you , Negative feeling or emotion,go fuck fuck,7.308505,5.066169,7.308505,5.066169,7.308505,5.066169,11,4,16,2,1,2,7,32,-1
797,797,Once I was unemployed because I had many faults at work Having done things wrong , Personalizing,unemployed many fault work done thing wrong,8.947144,9.15101,8.947144,9.15101,8.947144,9.15101,5,7,5,1,0,0,10,26,1
798,798,I worried about being late and I almost crashed the car I worry too much , Negative feeling or emotion,worried late almost crashed car worry much,7.068614,7.2233105,7.068614,7.2233105,7.068614,7.2233105,7,15,6,2,1,0,-1,25,1
799,799,That's what my mom tells me growing up I'm worthless , Overgeneralizing,thats mom tell growing im worthless,7.6081257,5.605007,7.6081257,5.605007,7.6081257,5.605007,11,2,2,2,1,0,7,28,1
800,800,I invited a co-worker out and they turn me down They will never want to go out with me , Labeling,invited coworker turn never want go,5.70608,3.8914797,5.70608,3.8914797,5.70608,3.8914797,4,10,7,0,0,3,7,10,1
801,801,My crush doesn't like me back Never finding love , Overgeneralizing,crush doesnt like back never finding love,5.788816,4.6120186,5.788816,4.6120186,5.788816,4.6120186,4,8,3,0,0,1,7,12,1
802,802,"I asked my daughter a question, and she responded in a snotty way. She doesn't love me like she used to. ", Personalizing,asked daughter question responded snotty way doesnt love like used,4.022506,5.596503,4.022506,5.596503,4.022506,5.596503,13,1,8,0,4,1,3,8,1
803,803,"Recent rape, prior trauma, isolation, boredom, loneliness, feeling abandoned and so alone I can't get through this ", Negative feeling or emotion,recent rape prior trauma isolation boredom loneliness feeling abandoned alone cant get,8.148508,5.110364,8.148508,5.110364,8.148508,5.110364,2,11,0,2,1,2,7,-1,1
804,804,Becoming broke again. I can't and never will escape this prison at my moms house , Negative feeling or emotion,becoming broke cant never escape prison mom house,8.166449,6.0599213,8.166449,6.0599213,8.166449,6.0599213,2,2,1,2,1,0,-1,-1,1
805,805,I don't know why I am writing the essay Nobody cares what I have to say , Overgeneralizing,dont know writing essay nobody care say,6.9823275,5.510823,6.9823275,5.510823,6.9823275,5.510823,10,4,2,0,0,3,7,6,1
806,806,"I showed a new game idea I have to some friends I have in a chat room we all have together, but only 2 of them responded. My friends aren't interested in my game idea ", Mind reading,showed new game idea friend chat room together responded friend arent interested game idea,5.4671116,5.826521,5.4671116,5.826521,5.4671116,5.826521,17,10,7,0,0,3,7,16,1
807,807,I put in a lot of time on an Mturk task and was rejected on an attention request. I suggested a better way of handling these errors (automatic ejection) to the researcher and their answer showed they didn't understand my point. I didn't explain this right. , Personalizing,put lot time mturk task rejected attention request suggested better way handling error automatic ejection researcher answer showed didnt understand point didnt explain right,7.0837517,9.143266,7.0837517,9.143266,7.0837517,9.143266,16,3,5,1,2,0,-1,-1,1
808,808,"While in a group voice chat, everyone left me without saying goodbye. Does nobody want to talk to me? ", Mind reading,group voice chat everyone left without saying goodbye nobody want talk,5.5532594,5.488581,5.5532594,5.488581,5.5532594,5.488581,17,10,7,0,0,3,7,16,1
809,809,My sister put pictures of everyone but me on her holiday card No one cares about me , Overgeneralizing,sister put picture everyone holiday card one care,4.5593657,6.8117557,4.5593657,6.8117557,4.5593657,6.8117557,3,13,15,0,2,1,3,19,-1
810,810,i and my brother were working in the same office were i am his senior and when he does careless mistakes my boss warned me as i am his senior who is responsible for his work my brother is very careless as he has the feeling that there is no one to ask him as his sister is the one who is senior , Overgeneralizing,brother working office senior careless mistake bos warned senior responsible work brother careless feeling one ask sister one senior,4.1989603,7.4642086,4.1989603,7.4642086,4.1989603,7.4642086,14,3,15,1,2,1,-1,-1,-1
811,811,"I was greatly irritated, almost angry,  when a close friend reached out to me for assistance on taxes.  I usually do them, but I did not want to be bothered this year and felt almost used. I feel my friend used me. ", Personalizing,greatly irritated almost angry close friend reached assistance tax usually want bothered year felt almost used feel friend used,6.855498,9.382454,6.855498,9.382454,6.855498,9.382454,10,6,11,0,2,3,-1,24,-1
812,812,A friend who is a recent widower has started dating. My friend is ignoring his recently-deceased wife. , Mind reading,friend recent widower started dating friend ignoring recentlydeceased wife,3.341285,6.9858203,3.341285,6.9858203,3.341285,6.9858203,1,1,3,0,0,1,4,8,-1
813,813,I called my friend three times this past week but she hasn't answered or called/messaged me back yet. Maybe she doesn't really like me as much as I thought and like her. Maybe I'm awkward. , Mind reading,called friend three time past week hasnt answered calledmessaged back yet maybe doesnt really like much thought like maybe im awkward,3.817842,5.6664047,3.817842,5.6664047,3.817842,5.6664047,13,1,8,0,4,1,3,8,1
814,814,I completely overreacted to my teenage son's grades. Why isn't this kid applying himself? , Overgeneralizing,completely overreacted teenage son grade isnt kid applying,3.7270565,7.886084,3.7270565,7.886084,3.7270565,7.886084,14,5,15,1,3,1,-1,7,-1
815,815,I was given a wrong dosage of medication by my Doctor.  I couldn't figure out why I felt so bad until I went back to see him. Medication can be dangerous. , All-or-nothing thinking,given wrong dosage medication doctor couldnt figure felt bad went back see medication dangerous,5.9140997,7.116616,5.9140997,7.116616,5.9140997,7.116616,6,15,11,1,1,3,-1,25,-1
816,816,Rejected from my dream company I never get what I want , Overgeneralizing,rejected dream company never get want,8.297861,9.661225,8.297861,9.661225,8.297861,9.661225,5,7,1,1,2,0,10,26,1
817,817,My boss on the construction site was very mean and aggressive with me. I must not have been doing a good job , Personalizing,bos construction site mean aggressive must good job,7.3093023,9.375564,7.3093023,9.375564,7.3093023,9.375564,16,3,5,1,2,0,-1,-1,1
818,818,Your car broke down on the way to work and you are getting late I will lose my job over this! , Catastrophizing,car broke way work getting late lose job,7.2347417,7.7812467,7.2347417,7.7812467,7.2347417,7.7812467,7,3,6,1,2,0,-1,-1,1
819,819,I was at work and sent info for an ad to our local newspaper. They called me later and said my boss had over-ridden everything and sent them new info. He shouldn't assign me a task if he doesn't trust my work. , Should statements,work sent info ad local newspaper called later said bos overridden everything sent new info shouldnt assign task doesnt trust work,7.4907064,8.964909,7.4907064,8.964909,7.4907064,8.964909,16,3,5,1,2,0,-1,36,1
820,820,My daughter lied to me about a photo on her phone because she was embarrassed she doesnt want to share things with me , Personalizing,daughter lied photo phone embarrassed doesnt want share thing,3.7153592,5.2175097,3.7153592,5.2175097,3.7153592,5.2175097,13,1,8,0,4,1,3,8,1
821,821,My Dentist told me I'd need a root canal procedure. I'm going to have to endure some physical and financial pain. , Fortune telling,dentist told id need root canal procedure im going endure physical financial pain,9.532262,9.722909,9.532262,9.722909,9.532262,9.722909,7,7,1,1,0,0,-1,-1,1
822,822,"I was passed over for a small promotion at my place of work. The person who got the promotion was younger and less experienced than me, but a favorite of the boss. I was angry because I was the better person for the job. ", Personalizing,passed small promotion place work person got promotion younger le experienced favorite bos angry better person job,7.3445745,9.699482,7.3445745,9.699482,7.3445745,9.699482,16,3,5,1,2,0,-1,-1,-1
823,823,My uncle was in a serious accident and ignorant members of my family did not contact me and let me know. The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle. , Mind reading,uncle serious accident ignorant member family contact let know anger felt member family like refused let know beloved uncle,5.0098553,7.283145,5.0098553,7.283145,5.0098553,7.283145,14,13,15,1,2,1,3,18,1
824,824,"I am quite fond of a coworker and decide to talk to them. I offer up the idea that it might be fun to go out together sometime, and they respond with the fact they are too busy. I'm not attractive or have a good enough personality. ", Labeling,quite fond coworker decide talk offer idea might fun go together sometime respond fact busy im attractive good enough personality,5.678311,3.9380598,5.678311,3.9380598,5.678311,3.9380598,4,10,16,0,4,1,7,10,1
825,825,"one of my friend posted a video of a spider getting inside a car, and she so happened to have had her car broken into. So i asked her if the police found whoever broke into her car, and she totally ignored me maybe she doesn't like me anymore. ", Mind reading,one friend posted video spider getting inside car happened car broken asked police found whoever broke car totally ignored maybe doesnt like anymore,3.7944906,5.629276,3.7944906,5.629276,3.7944906,5.629276,13,1,8,0,0,1,3,8,1
826,826,"I had tentative plans to get together with friends last week, but they never got back to me. they don't really like me ", Mind reading,tentative plan get together friend last week never got back dont really like,5.390585,5.593261,5.390585,5.593261,5.390585,5.593261,17,10,7,0,0,3,7,10,1
827,827,My husband and his friends are always speaking Spanish in front of me and I cannot understand anything they are saying things in front of me that they don't want me to know or understand , Negative feeling or emotion,husband friend always speaking spanish front cannot understand anything saying thing front dont want know understand,5.5389786,6.144731,5.5389786,6.144731,5.5389786,6.144731,17,10,7,0,0,3,7,14,1
828,828,"I asked my husband to get me wine on the way home from work, but he forgot. He is selfish ", Labeling,asked husband get wine way home work forgot selfish,3.282964,7.410136,3.282964,7.410136,3.282964,7.410136,1,16,17,0,2,1,4,8,1
829,829,"My husband wants a divorce, I've self isolated for years, my brother died Worthlessness, abandonment, grief ", Negative feeling or emotion,husband want divorce ive self isolated year brother died worthlessness abandonment grief,8.1998,5.197634,8.1998,5.197634,8.1998,5.197634,2,4,0,2,1,2,7,-1,1
830,830,I was at my Moms house today and we were talking about my job. She was shocked that I had been there for more than a decade. She felt that it wasn't a good enough job. We were talking in the living room. She gasped as if that was insane. My job is worthless , Catastrophizing,mom house today talking job shocked decade felt wasnt good enough job talking living room gasped insane job worthless,8.714968,9.196239,8.714968,9.196239,8.714968,9.196239,5,7,1,1,0,0,10,-1,-1
831,831,"At dinner my mother in law kept trying to tell me how to watch my daughter and was being condensending, I finally got angry and told her to mind her own business. My mother in law thinks I am an incompetent father. ", Mind reading,dinner mother law kept trying tell watch daughter condensending finally got angry told mind business mother law think incompetent father,4.2960906,7.773351,4.2960906,7.773351,4.2960906,7.773351,14,13,15,1,2,1,5,18,1
832,832,"my neighbors downstairs were having a party, and would not be quiet so i had to call the police and not get any sleep before work I am being disrespected ", Labeling,neighbor downstairs party would quiet call police get sleep work disrespected,6.3959093,9.331038,6.3959093,9.331038,6.3959093,9.331038,16,6,11,1,2,3,8,-1,1
833,833,I was driving home with my mother and we were talking about something. I said something stupid that didn't make sense and she called me out on it. My opinions aren't valuable. , Disqualifying the Positive,driving home mother talking something said something stupid didnt make sense called opinion arent valuable,4.4480443,6.793804,4.4480443,6.793804,4.4480443,6.793804,3,13,11,0,2,3,3,18,1
834,834,My partner broke up with me and slept with someone else No one cares about me , Overgeneralizing,partner broke slept someone else one care,5.5809426,4.908858,5.5809426,4.908858,5.5809426,4.908858,10,16,0,0,0,2,-1,8,1
835,835,My girlfriend was distracted by other men at the gym. I'm not attractive enough. , Mind reading,girlfriend distracted men gym im attractive enough,5.797549,4.114774,5.797549,4.114774,5.797549,4.114774,13,1,8,0,4,1,-1,8,1
836,836,"My partner was visiting her daughter, who was having surgery.  I got annoyed with her on the phone because she was being distracted. I wanted her to pay attention and not interrupt me. ", Personalizing,partner visiting daughter surgery got annoyed phone distracted wanted pay attention interrupt,3.7155411,6.093492,3.7155411,6.093492,3.7155411,6.093492,13,1,17,0,4,1,-1,8,1
837,837,I got in a fight with my roommate over the bathroom He's so damn inconsiderate , Labeling,got fight roommate bathroom he damn inconsiderate,3.8518093,7.038557,3.8518093,7.038557,3.8518093,7.038557,1,16,17,0,2,1,4,8,1
838,838,"A Roomate of mine stole my comptuer Someone I trusted stole something valuable of mine, I was extremely angry and wanted justice ", Emotional reasoning,roomate mine stole comptuer someone trusted stole something valuable mine extremely angry wanted justice,5.262148,8.111099,5.262148,8.111099,5.262148,8.111099,3,6,11,1,2,3,-1,24,1
839,839,My sister tried to commit suicide whilst at middle school I was not a good enough sister , Labeling,sister tried commit suicide whilst middle school good enough sister,4.5003304,7.1507773,4.5003304,7.1507773,4.5003304,7.1507773,3,13,15,1,2,1,3,19,1
840,840,I came home to find an ambulance and firetruck in front of my house.  I feared something had happened to my old mom.  I ran in the house to find everything was fine and that the ambulance was for our neighbor.  I screamed at my sister for not texting me to tell me that the ambulance was not for my mom when she knew I was coming home at that time.  She told me it had just arrived and there was no time to let me know but I was still irrationally angry at her.  And instead of being happy that my mom was ok I was instead angry at my sister. my sister was thoughtless to not call me , Negative feeling or emotion,came home find ambulance firetruck front house feared something happened old mom ran house find everything fine ambulance neighbor screamed sister texting tell ambulance mom knew coming home time told arrived time let know still irrationally angry instead happy mom ok instead angry sister sister thoughtless call,4.517323,7.2294774,4.517323,7.2294774,4.517323,7.2294774,3,13,15,1,2,1,3,18,1
841,841,I got a parking ticket because my sister forgot to register for overnight parking in front of my house. I am responsible for her mistakes. , Blaming,got parking ticket sister forgot register overnight parking front house responsible mistake,5.824296,8.057904,5.824296,8.057904,5.824296,8.057904,0,6,11,1,2,3,-1,-1,1
842,842,My spouse got a new gaming console and spends most of his free time playing video games. I am not good enough for him. , Labeling,spouse got new gaming console spends free time playing video game good enough,2.8959043,6.89722,2.8959043,6.89722,2.8959043,6.89722,1,16,17,0,2,1,4,8,1
843,843,I did badly in a writing contest I entered. I did not final. I am a bad writer. , All-or-nothing thinking,badly writing contest entered final bad writer,9.1607485,8.15017,9.1607485,8.15017,9.1607485,8.15017,8,5,12,1,1,0,11,6,1
844,844,"I am unable to write the essay My laptop is crap! If only I had a better laptop, I could have been better at writing ", Negative feeling or emotion,unable write essay laptop crap better laptop could better writing,8.909083,8.011417,8.909083,8.011417,8.909083,8.011417,8,5,12,1,1,0,11,6,1
845,845,A student let me know they are struggling to grasp any of the concepts in class. Am I not explaining the material well? , All-or-nothing thinking,student let know struggling grasp concept class explaining material well,6.9616675,8.717659,6.9616675,8.717659,6.9616675,8.717659,16,5,12,1,3,0,-1,-1,1
846,846,I'm failing school I'm worthless , Comparing and Despairing,im failing school im worthless,7.9910583,5.7316213,7.9910583,5.7316213,7.9910583,5.7316213,11,2,4,2,1,0,7,28,1
847,847,"I painted with my friends The color in their work is so much more vibrant, mine doesn't look this good ", Comparing and Despairing,painted friend color work much vibrant mine doesnt look good,6.7713523,8.74408,6.7713523,8.74408,6.7713523,8.74408,16,0,5,1,3,3,-1,3,-1
848,848,Working on a project with Python and have not gotten it to successfully run. Why is it still messed up? , Disqualifying the Positive,working project python gotten successfully run still messed,8.0266695,7.8323493,8.0266695,7.8323493,8.0266695,7.8323493,15,3,6,1,2,0,-1,-1,1
849,849,I couldn't talk confidently with a stranger My parents are to blame for my lack of confidence , Blaming,couldnt talk confidently stranger parent blame lack confidence,5.9255514,6.640294,5.9255514,6.640294,5.9255514,6.640294,17,6,7,0,2,3,7,20,1
850,850,I saw my best friend kissing with my long time crush No one cares about me , Negative feeling or emotion,saw best friend kissing long time crush one care,6.004544,5.071814,6.004544,5.071814,6.004544,5.071814,10,16,0,0,0,2,-1,8,1
851,851,"A few days ago, I got angry at my husband's grandmother who lives next door for beeping her horn till I came out of the house and asking me to come to dinner. She doesn't respect me. ", Overgeneralizing,day ago got angry husband grandmother life next door beeping horn till came house asking come dinner doesnt respect,4.4920254,7.3589163,4.4920254,7.3589163,4.4920254,7.3589163,3,13,15,1,2,1,3,18,1
852,852,My girlfriend said I was a taker when I said she did not emotionally support me before going to a movie last Saturday. My girlfriend will leave me. , Fortune telling,girlfriend said taker said emotionally support going movie last saturday girlfriend leave,4.133507,4.8012676,4.133507,4.8012676,4.133507,4.8012676,13,1,8,0,4,1,3,8,1
853,853,My boss pointed out an unintentional error in my work This work is a failure , All-or-nothing thinking,bos pointed unintentional error work work failure,7.3091483,8.288262,7.3091483,8.288262,7.3091483,8.288262,16,3,6,1,2,0,-1,36,1
854,854,last week i went in for a job interview that i thought went very well but then i didnt get the job ill never be able to find a good job , Fortune telling,last week went job interview thought went well didnt get job ill never able find good job,8.493867,9.54767,8.493867,9.54767,8.493867,9.54767,5,7,1,1,2,0,10,26,1
855,855,"Last week, my co-worker was invited to participate in a workshop and I was not. My co-worker is better than me. ", Comparing and Despairing,last week coworker invited participate workshop coworker better,7.450832,9.377515,7.450832,9.377515,7.450832,9.377515,16,10,5,1,2,0,-1,-1,1
856,856,"My relationship ended out of nowhere, constantly stressed about my job, i ever feel like be worth it to another person or to my friends unless they need something. I don’t feel like I’m worth it. ", All-or-nothing thinking,relationship ended nowhere constantly stressed job ever feel like worth another person friend unless need something dont feel like im worth,8.366115,5.504288,8.366115,5.504288,8.366115,5.504288,2,2,0,2,1,2,7,28,1
857,857,"My relationshi ended out of nowhere, constantly stressed about my job, i ever feel like be worth it to another person or to my friends unless they need something. I don’t feel like I’m worth it. ", Catastrophizing,relationshi ended nowhere constantly stressed job ever feel like worth another person friend unless need something dont feel like im worth,8.335521,5.4472413,8.335521,5.4472413,8.335521,5.4472413,2,2,0,2,1,2,7,28,1
858,858,I got bad grades in the exam My teacher is the reason I'm not doing well , Blaming,got bad grade exam teacher reason im well,9.924985,7.691288,9.924985,7.691288,9.924985,7.691288,8,5,12,2,3,0,15,7,1
859,859,"I'm organizing a birthday party for my kid My niece's birthday party had twice the amount of people, our party will be rubbish in comparison ", Comparing and Despairing,im organizing birthday party kid niece birthday party twice amount people party rubbish comparison,5.7702236,7.5571194,5.7702236,7.5571194,5.7702236,7.5571194,12,10,7,1,0,3,1,15,1
860,860,I am walking down the street in a new red jeans and a stranger looked at the jeans I should have never worn these jeans and stick to blue ones , Should statements,walking street new red jean stranger looked jean never worn jean stick blue one,5.855236,8.58366,5.855236,8.58366,5.855236,8.58366,0,0,13,1,3,3,-1,3,-1
861,861,a girl i really liked would not go out on a date with me im not very attractive , All-or-nothing thinking,girl really liked would go date im attractive,5.870632,3.961289,5.870632,3.961289,5.870632,3.961289,4,1,16,0,4,1,7,8,1
862,862,"I made a joke that fell flat in front of someone I just met, and that person left the room. People will never perceive me as acting naturally in social situations. ", Fortune telling,made joke fell flat front someone met person left room people never perceive acting naturally social situation,6.1907783,6.9696026,6.1907783,6.9696026,6.1907783,6.9696026,17,10,7,1,0,3,-1,16,1
863,863,The team captain on my gaming team approached me to try to remove me as the vice captain on the team citing that they didn't think I was doing enough to assist them. You hardly communicate what you need at all. How am I supposed to help? , Personalizing,team captain gaming team approached try remove vice captain team citing didnt think enough assist hardly communicate need supposed help,7.5100336,9.136955,7.5100336,9.136955,7.5100336,9.136955,16,3,5,1,2,0,-1,-1,1
864,864,"I keep pushing myself towards new things. I keep working, studying, socializing, exercising. I'm doing far more thab anyonr I know and I still go to sleep every night, hoping I won't wake up. I'm everything I can and I still feel like shit ", Disqualifying the Positive,keep pushing towards new thing keep working studying socializing exercising im far thab anyonr know still go sleep every night hoping wont wake im everything still feel like shit,8.674604,5.5845733,8.674604,5.5845733,8.674604,5.5845733,2,2,14,2,1,2,7,28,1
865,865,We are late to the dinner party The party is spoilt because of us , Personalizing,late dinner party party spoilt u,6.6381664,7.521031,6.6381664,7.521031,6.6381664,7.521031,12,6,6,1,2,0,12,-1,-1
866,866,"I am at a party where I only know the host and the stranger I don't know why I was invited, I don't know anyone here ", Catastrophizing,party know host stranger dont know invited dont know anyone,5.7213964,5.3939,5.7213964,5.3939,5.7213964,5.3939,4,10,7,0,0,3,-1,16,1
867,867,Our marriage is lousy The reason my marriage is so lousy is because my husband is totally unreasonable , Blaming,marriage lousy reason marriage lousy husband totally unreasonable,2.909861,7.4736915,2.909861,7.4736915,2.909861,7.4736915,1,16,17,0,0,1,4,8,1
868,868,I gave a present to my friend on her birthday My present was much smaller in size than the others , Comparing and Despairing,gave present friend birthday present much smaller size others,5.5192075,7.6535482,5.5192075,7.6535482,5.5192075,7.6535482,12,13,11,1,2,3,1,-1,-1
869,869,"My brother and I have been really getting into a lot of fights. This past weekend he blew up again because he thought I was talking over him, but he does it all the time to me. I was upset because of his temper tantrums again, it has been happening too much over the past few or more years. He is supposed to act like an adult now and he isn't. I can't really talk to him anymore because I fear that he will explode, although he does t anyways. I am so angry that he is such a hypocrite. He doesn't realize he is guilty of the same things he explodes about. ", Negative feeling or emotion,brother really getting lot fight past weekend blew thought talking time upset temper tantrum happening much past year supposed act like adult isnt cant really talk anymore fear explode although anyways angry hypocrite doesnt realize guilty thing explodes,4.028467,7.374868,4.028467,7.374868,4.028467,7.374868,14,13,17,1,2,1,-1,-1,1
870,870,Last week I talked to a girl at a bar but was rejected by her I am undesirable , Labeling,last week talked girl bar rejected undesirable,5.914604,4.0531645,5.914604,4.0531645,5.914604,4.0531645,4,1,16,0,4,1,7,8,1
871,871,Nobody finds me attractive other then my boyfriend I am ugly , Negative feeling or emotion,nobody find attractive boyfriend ugly,6.3315134,4.222872,6.3315134,4.222872,6.3315134,4.222872,4,8,16,0,0,2,7,11,1
872,872,i posted myself on instagram lack of self-worth , Comparing and Despairing,posted instagram lack selfworth,7.4672813,5.102242,7.4672813,5.102242,7.4672813,5.102242,11,2,2,2,0,0,7,28,1
873,873,I sent my boyfriend several long text messages to which he responded with only one sentence. I'm worried I'm annoying my boyfriend. , Mind reading,sent boyfriend several long text message responded one sentence im worried im annoying boyfriend,3.1346352,5.9638095,3.1346352,5.9638095,3.1346352,5.9638095,1,16,3,0,0,1,4,8,1
874,874,I keep failing at everything. I feel like I need to die to be happy. , Disqualifying the Positive,keep failing everything feel like need die happy,8.5417,5.511622,8.5417,5.511622,8.5417,5.511622,2,14,4,2,1,4,7,22,1
875,875,They betrayed me. They made me suffer and made me sucidal and depressed and now they are enjoying their life. I want to take revenge , Blaming,betrayed made suffer made sucidal depressed enjoying life want take revenge,5.5554767,6.9380903,5.5554767,6.9380903,5.5554767,6.9380903,3,6,2,1,2,3,-1,-1,1
876,876,Just being alive. Living is boring and not worth it. Nothing makes me happy or has ever done so. If only i was more selfish i could end it. Doing basic tasks without the threat of making my life even worse is a struggle. , Overgeneralizing,alive living boring worth nothing make happy ever done selfish could end basic task without threat making life even worse struggle,7.955722,5.469724,7.955722,5.469724,7.955722,5.469724,2,2,14,2,1,2,7,28,1
877,877,"I feel as though I cannot do anything that is worth a damn. I dream of doing these wonderful things and yet, here I am on my overweight ass not doing anything. I'm mooching off my low-middle class parents with no regard to the future comsequences if I continue to stay at home doing nothing but sleeping and eating along with the occasional gaming or binging sessions. I have enormous self pity and self loathing for myself all the time. I fear of dying acconplishing nothing and yet don't care if I die at the same time. I also blame the world for making it impossible to live while also blaming myself. My life is hypocrisy incarnate. I'm worthless ", Should statements,feel though cannot anything worth damn dream wonderful thing yet overweight as anything im mooching lowmiddle class parent regard future comsequences continue stay home nothing sleeping eating along occasional gaming binging session enormous self pity self loathing time fear dying acconplishing nothing yet dont care die time also blame world making impossible live also blaming life hypocrisy incarnate im worthless,8.226985,5.265781,8.226985,5.265781,8.226985,5.265781,2,2,14,2,1,2,7,28,1
878,878,I hate my life Killing myself , Disqualifying the Positive,hate life killing,8.423455,5.097307,8.423455,5.097307,8.423455,5.097307,2,11,14,2,1,2,7,-1,1
879,879,i am a ghost. i am dead. , Emotional reasoning,ghost dead,7.6427126,5.137532,7.6427126,5.137532,7.6427126,5.137532,11,14,16,2,1,2,7,22,1
880,880,My friends don't help me when I ask them to help with my suicidal thoughts. I want to end my life. , Blaming,friend dont help ask help suicidal thought want end life,8.49317,4.7676196,8.49317,4.7676196,8.49317,4.7676196,2,11,14,2,1,2,7,30,1
881,881,Depression that started a few years ago Suicidal thoughts , Negative feeling or emotion,depression started year ago suicidal thought,8.715136,4.903201,8.715136,4.903201,8.715136,4.903201,2,11,14,2,1,2,7,30,1
882,882,"The only people I have left are my 2 friends. It doesn't feel like my family cares, or even anyone else. I dont want my death to cause my own friends to do the same because they're also going through their own problems Deciding if I want to keep living. ", Disqualifying the Positive,people left friend doesnt feel like family care even anyone else dont want death cause friend theyre also going problem deciding want keep living,8.128323,4.786281,8.128323,4.786281,8.128323,4.786281,2,15,0,2,1,2,-1,-1,1
883,883,Everyday life is too hard and I hate it. I wish I wouldn’t wake up. , Disqualifying the Positive,everyday life hard hate wish wouldnt wake,8.749094,5.7791643,8.749094,5.7791643,8.749094,5.7791643,2,2,14,2,1,2,7,28,1
884,884,I gained weight I hate myself and im a fat pig , Disqualifying the Positive,gained weight hate im fat pig,9.864407,5.6303787,9.864407,5.6303787,9.864407,5.6303787,9,9,10,2,3,4,0,-1,0
885,885,I think that I am fatter that everyone else but i am not I feel fat even though I have a strong build and I run alot , Disqualifying the Positive,think fatter everyone else feel fat even though strong build run alot,9.809025,5.572192,9.809025,5.572192,9.809025,5.572192,9,9,10,2,3,4,0,1,0
886,886,When I feel ugly and hate my self I will go crazy if I don't control my racing thoughts , Fortune telling,feel ugly hate self go crazy dont control racing thought,8.700042,4.209667,8.700042,4.209667,8.700042,4.209667,6,11,14,2,1,2,7,29,1
887,887,All of my relationship attempts have ended in failure I feel like I will never be loved in a romantic way because I am not very pretty , Labeling,relationship attempt ended failure feel like never loved romantic way pretty,6.197515,4.1404586,6.197515,4.1404586,6.197515,4.1404586,4,8,16,0,0,2,7,11,1
