,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 hdbscan_bayesian_optimisation,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 hdbscan_bayesian_optimisation,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 hdbscan_bayesian_optimisation,All-Distilroberta-v1 x,All-Distilroberta-v1 y
762,762,"My love is leaving, and there's no turning back. What if I never see her again? ", Catastrophizing,love leaving there turning back never see,3,4.20965,4.756712,3,4.1441617,6.5007,2,-0.52037746,5.9234166
763,763,I lost my house I want to die , Negative feeling or emotion,lost house want die,3,8.657022,5.225978,3,7.510846,6.999244,2,2.8597023,4.084664
764,764,I got a bad grade in one of the three assignments How could I have done so badly , Disqualifying the Positive,got bad grade one three assignment could done badly,3,9.582287,7.875802,3,10.360722,9.528562,2,6.5915394,6.555728
765,765,"I have anxiety, depression, disordered eating, and when I asked if I have ptsd my therapist said I have (whatever). The longest job I had was five months, and majority of my jobs have been part time seasonal work. about as long as worked anywhere else too. I get bored, and my mental illnesses make it hard too. I’ll never be able to hold a job. ", Fortune telling,anxiety depression disordered eating asked ptsd therapist said whatever longest job five month majority job part time seasonal work long worked anywhere else get bored mental illness make hard ill never able hold job,3,9.026615,9.090478,3,7.5377955,7.84959,2,4.8799596,4.5638103
766,766,My friends invited me to go bowling this Saturday I bet all my friends will be amazing at bowling apart from me , Mind reading,friend invited go bowling saturday bet friend amazing bowling apart,3,9.635438,6.806636,3,4.9810386,10.0258,2,3.3719668,6.778187
767,767,Everyone in my life has left me Someone please kill me , Negative feeling or emotion,everyone life left someone please kill,3,8.305306,5.2163463,3,6.814403,7.1237764,2,2.5304823,4.3221908
768,768,Everyone is mean to me I hate everyone , Negative feeling or emotion,everyone mean hate everyone,3,6.062926,5.6875253,3,6.071174,8.245424,2,2.0881915,6.0219746
769,769,I went on a trip and heard a commercial for a kitchen appliance Did I leave the kitchen stove on? My entire house will burn down , Catastrophizing,went trip heard commercial kitchen appliance leave kitchen stove entire house burn,3,5.0750093,9.726636,1,9.463269,6.524057,2,2.5365736,9.0662565
770,770,I forgot to give my boss an important message when I was at work. The customer who left the message ended up being very angry because they had a problem that needed to be resolved My boss was pretty upset with me and the customer may take his business elsewhere I feel like a failure , Labeling,forgot give bos important message work customer left message ended angry problem needed resolved bos pretty upset customer may take business elsewhere feel like failure,3,7.3505454,8.350591,3,7.412123,10.684314,2,5.1160226,7.8576035
771,771,My next door neighbors filed a complaint against us last week blaming our dogs for excessive barking They are so wrong and I'm so pissed but I know I can't prove it and they will probably win because they won't ever admit it and I have to do something right NOW! or I might lose my dogs. , Overgeneralizing,next door neighbor filed complaint u last week blaming dog excessive barking wrong im pissed know cant prove probably win wont ever admit something right might lose dog,3,5.902078,7.948246,3,5.844478,9.295049,2,2.236596,7.758739
772,772,"I am at a party where I do not know very many people. When I try to talk to a stranger, he gives one word replies and then ignores me. . I am being annoying. ", Mind reading,party know many people try talk stranger give one word reply ignores annoying,3,5.7185717,5.3235044,3,5.237261,9.532095,2,2.7299488,6.722298
773,773,At work I was frustrated after a meeting because I was told a certain amount of documents had to be indexed that week. I had a lot of other tasks and I started frantically naming them off. I was not expected to be indexing the full collection of documents like I thought I was so I was later embarassed I had acted so frustrated and snappy. I thought I was being taken advantage of. , Mind reading,work frustrated meeting told certain amount document indexed week lot task started frantically naming expected indexing full collection document like thought later embarassed acted frustrated snappy thought taken advantage,3,6.9405627,9.466247,3,6.3251276,10.214299,2,5.2453756,7.8263803
774,774,I ask out a co-worker who I became fond of recently but was turned down. I won't find someone I can be with , Fortune telling,ask coworker became fond recently turned wont find someone,3,5.7097588,3.9445767,3,4.837897,8.190257,2,3.0286477,6.422379
775,775,I invited a co-worker out and they turned me down They will never want to go out with me , Catastrophizing,invited coworker turned never want go,3,5.6778746,3.9461298,3,5.1242113,8.6832,2,2.8989193,6.7440324
776,776,I was in my grandma's house and I knocked the vase on the floor My grandma will never talk to me again , Catastrophizing,grandma house knocked vase floor grandma never talk,3,4.890459,7.0797925,3,5.6663785,6.0142827,2,0.42245197,6.4922323
777,777,My wife was supposed to be home by now and she's not and it's raining really bad Did she get in a car crash? , Comparing and Despairing,wife supposed home shes raining really bad get car crash,3,3.5407758,5.0519414,3,7.1922617,9.799639,2,-0.13085137,5.7980814
778,778,"I cant work out what my real personality is because my opinions and moods change all the time and Its like I change into different personalities kind of but its not different conciousmesses its just i dont know how to explain it but I think im insane because I dont know much about who I am because who I am changes and it can change very fast, is this normal? i have no stable identity and I dont know why or if its normal ", Overgeneralizing,cant work real personality opinion mood change time like change different personality kind different conciousmesses dont know explain think im insane dont know much change change fast normal stable identity dont know normal,3,8.47565,4.4640455,3,7.817723,6.70534,2,2.8427844,3.1960037
779,779,"Meeting an old friend, that I hadn't seen in two decades for lunch. what if i have nothing to say, what if we don't click anymore, what if this goes badly. ", Fortune telling,meeting old friend hadnt seen two decade lunch nothing say dont click anymore go badly,3,5.0359592,4.577298,3,4.7072163,9.197742,2,2.6972106,6.378303
780,780,"Recently I found out that one of my coworkers with who I work closely, organized a party and I wasn't invited to the party. I felt left out and singled out in the office and wondered if the person had a personal grudge against me. ", Personalizing,recently found one coworkers work closely organized party wasnt invited party felt left singled office wondered person personal grudge,3,6.9760838,9.456759,3,5.9335093,10.198378,2,2.8438303,7.2388434
781,781,My boss yelled at me I'm feeling sad , Negative feeling or emotion,bos yelled im feeling sad,3,7.768297,8.873264,3,7.440082,10.879786,2,4.9650335,8.046452
782,782,My boyfriend went to visit his son and wound up spending the entire day with his son and his son's mother while ignoring my phone calls. I thought he was cheating on me , Mind reading,boyfriend went visit son wound spending entire day son son mother ignoring phone call thought cheating,3,2.9525585,6.1687016,3,2.9094076,8.483251,2,0.07076591,7.9103713
783,783,My husband asked me to make sure I cleaned the cutting board better. I do so much around here and you are harping about the cutting board? , Blaming,husband asked make sure cleaned cutting board better much around harping cutting board,2,4.908059,9.48228,3,9.882086,7.2553663,2,1.6035409,8.575937
784,784,We had bad storms in our community and some tornadoes came through and destroyed some of the area. No one in our extended family from out of town checked on me. I feel unloved and unwanted by my mother and siblings , Emotional reasoning,bad storm community tornado came destroyed area one extended family town checked feel unloved unwanted mother sibling,3,5.156187,7.080519,3,6.2971177,6.371965,2,1.336969,5.9498415
785,785,We are not making enough progress on our group project This project is a failure because of John , Blaming,making enough progress group project project failure john,3,7.8563495,8.299646,3,7.9723983,10.154232,2,5.8598547,7.319169
786,786,My boyfriend and I were supposed to go out last night and I got very aggravated at the change of plans and that he pushed back the time. he didn't respect our initial commitment , Negative feeling or emotion,boyfriend supposed go last night got aggravated change plan pushed back time didnt respect initial commitment,3,3.161391,6.6915703,3,2.9509478,8.459663,2,0.21038003,7.951195
787,787,I was with friends and misinterpreted a comment and was upset for the wrong reasons. Turns out I misheard what was said and made a big deal out of nothing. Why are my friends treating me so harshly? , Negative feeling or emotion,friend misinterpreted comment upset wrong reason turn misheard said made big deal nothing friend treating harshly,3,5.33447,6.1169195,3,5.0143433,9.160757,2,1.983211,6.9112725
788,788,I was planning a bachelor party for a friend and some of the people invited were not satisfied with what I was trying to plan. Why can't they cooperate on this? , Personalizing,planning bachelor party friend people invited satisfied trying plan cant cooperate,3,5.7350497,7.376691,3,5.625892,10.430232,2,3.0774336,7.139329
789,789,I tried to make friends with people but they kept ignoring me. I am not interesting , Negative feeling or emotion,tried make friend people kept ignoring interesting,3,5.7727795,5.332668,3,5.038177,9.367975,2,2.7112255,6.3531303
790,790,I've been sitting at my desk for a long time and I haven't been able to get anything done. I will lose my job eventually. , Catastrophizing,ive sitting desk long time havent able get anything done lose job eventually,3,8.7883005,9.353681,3,7.999447,10.332953,2,5.5733347,7.0029993
791,791,In class I feel like others hear my thoughts and judge me. When some things really don't work(for example I have some things for school for tommorow and I can't find how to do that thing after searching hours on internet I get angry and sometimes results to self harm(punching). I sometimes feel like everybody is here just to watch me and see how I react to things(sounds insane). Am I insane? , Labeling,class feel like others hear thought judge thing really dont workfor example thing school tommorow cant find thing searching hour internet get angry sometimes result self harmpunching sometimes feel like everybody watch see react thingssounds insane insane,3,8.447982,4.4404283,3,7.8464355,6.60973,2,2.7527823,3.1147377
792,792,My boyfriend made fun of me for losing a game. I got upset and we had an argument. I'm really bad at everything I do. , All-or-nothing thinking,boyfriend made fun losing game got upset argument im really bad everything,3,3.3017595,6.5999384,3,3.7097542,8.575209,2,0.5638335,7.73473
793,793,My boss pointed out an unintentional error in my work. I am incapable of doing anything right. , All-or-nothing thinking,bos pointed unintentional error work incapable anything right,3,7.445539,8.379562,3,7.2450037,10.646306,2,5.0550447,7.6723576
794,794,"When doing some piecework online, I was told that my work was not good. I worked hard on these jobs, and was sure I had done well. ", Overgeneralizing,piecework online told work good worked hard job sure done well,3,7.3366766,8.966779,3,7.9853945,11.155294,2,5.7637033,6.5050435
795,795,They are racist I hate Republicans , Negative feeling or emotion,racist hate republican,3,6.297265,5.803988,3,5.8935814,8.577823,2,2.2901967,5.9927173
796,796,Go fuck yourself Fuck you , Negative feeling or emotion,go fuck fuck,3,7.308505,5.066169,3,6.904013,7.594254,2,2.8300164,4.783243
797,797,Once I was unemployed because I had many faults at work Having done things wrong , Personalizing,unemployed many fault work done thing wrong,3,8.947144,9.15101,3,8.548194,10.875204,2,5.5109663,5.2328777
798,798,I worried about being late and I almost crashed the car I worry too much , Negative feeling or emotion,worried late almost crashed car worry much,3,7.068614,7.2233105,3,8.4407625,6.763354,2,4.5158415,7.594435
799,799,That's what my mom tells me growing up I'm worthless , Overgeneralizing,thats mom tell growing im worthless,3,7.6081257,5.605007,3,7.159069,8.323489,2,3.4355388,4.9924574
800,800,I invited a co-worker out and they turn me down They will never want to go out with me , Labeling,invited coworker turn never want go,3,5.70608,3.8914797,3,5.1470976,8.7568655,2,3.0436158,6.6359797
801,801,My crush doesn't like me back Never finding love , Overgeneralizing,crush doesnt like back never finding love,3,5.788816,4.6120186,3,4.671062,8.030354,2,0.52552736,7.469901
802,802,"I asked my daughter a question, and she responded in a snotty way. She doesn't love me like she used to. ", Personalizing,asked daughter question responded snotty way doesnt love like used,3,4.022506,5.596503,3,4.503077,6.6166487,2,-0.28007254,6.4701514
803,803,"Recent rape, prior trauma, isolation, boredom, loneliness, feeling abandoned and so alone I can't get through this ", Negative feeling or emotion,recent rape prior trauma isolation boredom loneliness feeling abandoned alone cant get,3,8.148508,5.110364,3,6.9236584,6.828513,2,1.9890563,4.3597307
804,804,Becoming broke again. I can't and never will escape this prison at my moms house , Negative feeling or emotion,becoming broke cant never escape prison mom house,3,8.166449,6.0599213,3,7.5590024,7.8367352,2,4.621327,4.2443323
805,805,I don't know why I am writing the essay Nobody cares what I have to say , Overgeneralizing,dont know writing essay nobody care say,3,6.9823275,5.510823,3,10.238172,10.362553,2,2.71825,5.846767
806,806,"I showed a new game idea I have to some friends I have in a chat room we all have together, but only 2 of them responded. My friends aren't interested in my game idea ", Mind reading,showed new game idea friend chat room together responded friend arent interested game idea,3,5.4671116,5.826521,3,4.931144,9.691547,2,2.5584466,7.004651
807,807,I put in a lot of time on an Mturk task and was rejected on an attention request. I suggested a better way of handling these errors (automatic ejection) to the researcher and their answer showed they didn't understand my point. I didn't explain this right. , Personalizing,put lot time mturk task rejected attention request suggested better way handling error automatic ejection researcher answer showed didnt understand point didnt explain right,3,7.0837517,9.143266,3,6.946574,10.726592,2,5.417222,6.753933
808,808,"While in a group voice chat, everyone left me without saying goodbye. Does nobody want to talk to me? ", Mind reading,group voice chat everyone left without saying goodbye nobody want talk,3,5.5532594,5.488581,3,5.267135,9.546384,2,2.512777,6.231874
809,809,My sister put pictures of everyone but me on her holiday card No one cares about me , Overgeneralizing,sister put picture everyone holiday card one care,3,4.5593657,6.8117557,3,5.478069,6.7290497,2,1.169739,6.3453927
810,810,i and my brother were working in the same office were i am his senior and when he does careless mistakes my boss warned me as i am his senior who is responsible for his work my brother is very careless as he has the feeling that there is no one to ask him as his sister is the one who is senior , Overgeneralizing,brother working office senior careless mistake bos warned senior responsible work brother careless feeling one ask sister one senior,3,4.1989603,7.4642086,3,7.157667,10.751083,2,1.1525071,6.729165
811,811,"I was greatly irritated, almost angry,  when a close friend reached out to me for assistance on taxes.  I usually do them, but I did not want to be bothered this year and felt almost used. I feel my friend used me. ", Personalizing,greatly irritated almost angry close friend reached assistance tax usually want bothered year felt almost used feel friend used,3,6.855498,9.382454,3,6.2258058,10.073254,2,1.5505981,6.5828166
812,812,A friend who is a recent widower has started dating. My friend is ignoring his recently-deceased wife. , Mind reading,friend recent widower started dating friend ignoring recentlydeceased wife,3,3.341285,6.9858203,3,4.220674,8.709665,2,0.2433198,7.143424
813,813,I called my friend three times this past week but she hasn't answered or called/messaged me back yet. Maybe she doesn't really like me as much as I thought and like her. Maybe I'm awkward. , Mind reading,called friend three time past week hasnt answered calledmessaged back yet maybe doesnt really like much thought like maybe im awkward,3,3.817842,5.6664047,3,4.201145,7.313113,2,-0.34599316,7.0486636
814,814,I completely overreacted to my teenage son's grades. Why isn't this kid applying himself? , Overgeneralizing,completely overreacted teenage son grade isnt kid applying,3,3.7270565,7.886084,3,10.263143,9.236417,2,0.88135266,8.74556
815,815,I was given a wrong dosage of medication by my Doctor.  I couldn't figure out why I felt so bad until I went back to see him. Medication can be dangerous. , All-or-nothing thinking,given wrong dosage medication doctor couldnt figure felt bad went back see medication dangerous,3,5.9140997,7.116616,3,8.702878,6.704537,2,1.7720368,7.1914287
816,816,Rejected from my dream company I never get what I want , Overgeneralizing,rejected dream company never get want,3,8.297861,9.661225,3,8.389677,11.656883,2,6.046942,4.9814773
817,817,My boss on the construction site was very mean and aggressive with me. I must not have been doing a good job , Personalizing,bos construction site mean aggressive must good job,3,7.3093023,9.375564,3,7.182427,11.040069,2,5.180219,7.635515
818,818,Your car broke down on the way to work and you are getting late I will lose my job over this! , Catastrophizing,car broke way work getting late lose job,3,7.2347417,7.7812467,3,8.074327,10.70111,2,4.4820247,7.7445574
819,819,I was at work and sent info for an ad to our local newspaper. They called me later and said my boss had over-ridden everything and sent them new info. He shouldn't assign me a task if he doesn't trust my work. , Should statements,work sent info ad local newspaper called later said bos overridden everything sent new info shouldnt assign task doesnt trust work,3,7.4907064,8.964909,3,7.397279,10.759124,2,5.0658526,7.587086
820,820,My daughter lied to me about a photo on her phone because she was embarrassed she doesnt want to share things with me , Personalizing,daughter lied photo phone embarrassed doesnt want share thing,3,3.7153592,5.2175097,3,4.384891,6.3535337,2,0.0067314515,6.101675
821,821,My Dentist told me I'd need a root canal procedure. I'm going to have to endure some physical and financial pain. , Fortune telling,dentist told id need root canal procedure im going endure physical financial pain,3,9.532262,9.722909,3,9.137221,10.319033,2,5.2695093,3.9605606
822,822,"I was passed over for a small promotion at my place of work. The person who got the promotion was younger and less experienced than me, but a favorite of the boss. I was angry because I was the better person for the job. ", Personalizing,passed small promotion place work person got promotion younger le experienced favorite bos angry better person job,3,7.3445745,9.699482,3,7.1208243,11.330769,2,6.099025,5.444105
823,823,My uncle was in a serious accident and ignorant members of my family did not contact me and let me know. The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle. , Mind reading,uncle serious accident ignorant member family contact let know anger felt member family like refused let know beloved uncle,3,5.0098553,7.283145,3,6.071083,6.180978,2,1.0794121,6.7954035
824,824,"I am quite fond of a coworker and decide to talk to them. I offer up the idea that it might be fun to go out together sometime, and they respond with the fact they are too busy. I'm not attractive or have a good enough personality. ", Labeling,quite fond coworker decide talk offer idea might fun go together sometime respond fact busy im attractive good enough personality,3,5.678311,3.9380598,3,5.0334973,8.732549,2,3.041313,6.467102
825,825,"one of my friend posted a video of a spider getting inside a car, and she so happened to have had her car broken into. So i asked her if the police found whoever broke into her car, and she totally ignored me maybe she doesn't like me anymore. ", Mind reading,one friend posted video spider getting inside car happened car broken asked police found whoever broke car totally ignored maybe doesnt like anymore,3,3.7944906,5.629276,3,4.2255883,8.400216,2,-0.041901596,7.1275816
826,826,"I had tentative plans to get together with friends last week, but they never got back to me. they don't really like me ", Mind reading,tentative plan get together friend last week never got back dont really like,3,5.390585,5.593261,3,5.108624,8.874368,2,2.608947,6.6469417
827,827,My husband and his friends are always speaking Spanish in front of me and I cannot understand anything they are saying things in front of me that they don't want me to know or understand , Negative feeling or emotion,husband friend always speaking spanish front cannot understand anything saying thing front dont want know understand,3,5.5389786,6.144731,3,5.369752,9.037944,2,2.4262853,6.83558
828,828,"I asked my husband to get me wine on the way home from work, but he forgot. He is selfish ", Labeling,asked husband get wine way home work forgot selfish,3,3.282964,7.410136,3,3.174486,8.084425,2,0.3333689,8.207526
829,829,"My husband wants a divorce, I've self isolated for years, my brother died Worthlessness, abandonment, grief ", Negative feeling or emotion,husband want divorce ive self isolated year brother died worthlessness abandonment grief,3,8.1998,5.197634,3,6.618972,6.7290745,2,2.0016778,4.4921184
830,830,I was at my Moms house today and we were talking about my job. She was shocked that I had been there for more than a decade. She felt that it wasn't a good enough job. We were talking in the living room. She gasped as if that was insane. My job is worthless , Catastrophizing,mom house today talking job shocked decade felt wasnt good enough job talking living room gasped insane job worthless,3,8.714968,9.196239,3,8.449006,10.927018,2,5.285582,4.9213443
831,831,"At dinner my mother in law kept trying to tell me how to watch my daughter and was being condensending, I finally got angry and told her to mind her own business. My mother in law thinks I am an incompetent father. ", Mind reading,dinner mother law kept trying tell watch daughter condensending finally got angry told mind business mother law think incompetent father,3,4.2960906,7.773351,3,5.866576,5.7698855,2,0.37051013,6.3030515
832,832,"my neighbors downstairs were having a party, and would not be quiet so i had to call the police and not get any sleep before work I am being disrespected ", Labeling,neighbor downstairs party would quiet call police get sleep work disrespected,3,6.3959093,9.331038,3,5.7431383,9.282079,2,2.0661962,7.619381
833,833,I was driving home with my mother and we were talking about something. I said something stupid that didn't make sense and she called me out on it. My opinions aren't valuable. , Disqualifying the Positive,driving home mother talking something said something stupid didnt make sense called opinion arent valuable,3,4.4480443,6.793804,3,5.6797333,5.933368,2,1.3425742,6.7965436
834,834,My partner broke up with me and slept with someone else No one cares about me , Overgeneralizing,partner broke slept someone else one care,3,5.5809426,4.908858,3,3.8904977,7.8000965,2,0.5244212,5.449426
835,835,My girlfriend was distracted by other men at the gym. I'm not attractive enough. , Mind reading,girlfriend distracted men gym im attractive enough,3,5.797549,4.114774,3,3.8311346,7.228892,2,-0.49610892,7.05374
836,836,"My partner was visiting her daughter, who was having surgery.  I got annoyed with her on the phone because she was being distracted. I wanted her to pay attention and not interrupt me. ", Personalizing,partner visiting daughter surgery got annoyed phone distracted wanted pay attention interrupt,3,3.7155411,6.093492,3,3.6347325,7.1520925,2,-0.17679578,7.4014225
837,837,I got in a fight with my roommate over the bathroom He's so damn inconsiderate , Labeling,got fight roommate bathroom he damn inconsiderate,3,3.8518093,7.038557,3,3.766539,8.309259,2,0.711496,7.8268332
838,838,"A Roomate of mine stole my comptuer Someone I trusted stole something valuable of mine, I was extremely angry and wanted justice ", Emotional reasoning,roomate mine stole comptuer someone trusted stole something valuable mine extremely angry wanted justice,3,5.262148,8.111099,3,6.1436195,9.640118,2,1.8265946,7.850868
839,839,My sister tried to commit suicide whilst at middle school I was not a good enough sister , Labeling,sister tried commit suicide whilst middle school good enough sister,3,4.5003304,7.1507773,3,5.8167186,6.377823,2,0.8421476,6.1060076
840,840,I came home to find an ambulance and firetruck in front of my house.  I feared something had happened to my old mom.  I ran in the house to find everything was fine and that the ambulance was for our neighbor.  I screamed at my sister for not texting me to tell me that the ambulance was not for my mom when she knew I was coming home at that time.  She told me it had just arrived and there was no time to let me know but I was still irrationally angry at her.  And instead of being happy that my mom was ok I was instead angry at my sister. my sister was thoughtless to not call me , Negative feeling or emotion,came home find ambulance firetruck front house feared something happened old mom ran house find everything fine ambulance neighbor screamed sister texting tell ambulance mom knew coming home time told arrived time let know still irrationally angry instead happy mom ok instead angry sister sister thoughtless call,3,4.517323,7.2294774,3,5.9324656,6.096697,2,0.8643242,6.708195
841,841,I got a parking ticket because my sister forgot to register for overnight parking in front of my house. I am responsible for her mistakes. , Blaming,got parking ticket sister forgot register overnight parking front house responsible mistake,3,5.824296,8.057904,3,7.2244763,9.76656,2,2.2809308,7.766667
842,842,My spouse got a new gaming console and spends most of his free time playing video games. I am not good enough for him. , Labeling,spouse got new gaming console spends free time playing video game good enough,3,2.8959043,6.89722,3,3.472028,7.9629846,2,0.33942723,8.3498335
843,843,I did badly in a writing contest I entered. I did not final. I am a bad writer. , All-or-nothing thinking,badly writing contest entered final bad writer,3,9.1607485,8.15017,3,10.170482,10.3047285,1,5.454635,5.885886
844,844,"I am unable to write the essay My laptop is crap! If only I had a better laptop, I could have been better at writing ", Negative feeling or emotion,unable write essay laptop crap better laptop could better writing,3,8.909083,8.011417,3,10.266222,10.397936,1,5.217253,5.8513546
845,845,A student let me know they are struggling to grasp any of the concepts in class. Am I not explaining the material well? , All-or-nothing thinking,student let know struggling grasp concept class explaining material well,3,6.9616675,8.717659,3,10.256849,9.176792,2,6.082751,6.650425
846,846,I'm failing school I'm worthless , Comparing and Despairing,im failing school im worthless,3,7.9910583,5.7316213,3,7.428088,8.395657,2,5.032154,5.128886
847,847,"I painted with my friends The color in their work is so much more vibrant, mine doesn't look this good ", Comparing and Despairing,painted friend color work much vibrant mine doesnt look good,3,6.7713523,8.74408,2,10.05082,8.606806,1,3.4973977,7.599147
848,848,Working on a project with Python and have not gotten it to successfully run. Why is it still messed up? , Disqualifying the Positive,working project python gotten successfully run still messed,3,8.0266695,7.8323493,3,7.853084,9.770555,2,5.3097706,6.932648
849,849,I couldn't talk confidently with a stranger My parents are to blame for my lack of confidence , Blaming,couldnt talk confidently stranger parent blame lack confidence,3,5.9255514,6.640294,3,6.022663,7.2494097,2,2.8544757,6.5731087
850,850,I saw my best friend kissing with my long time crush No one cares about me , Negative feeling or emotion,saw best friend kissing long time crush one care,3,6.004544,5.071814,3,4.271458,8.208851,2,1.156876,5.831204
851,851,"A few days ago, I got angry at my husband's grandmother who lives next door for beeping her horn till I came out of the house and asking me to come to dinner. She doesn't respect me. ", Overgeneralizing,day ago got angry husband grandmother life next door beeping horn till came house asking come dinner doesnt respect,3,4.4920254,7.3589163,3,5.517277,5.8974533,2,0.2513956,6.528839
852,852,My girlfriend said I was a taker when I said she did not emotionally support me before going to a movie last Saturday. My girlfriend will leave me. , Fortune telling,girlfriend said taker said emotionally support going movie last saturday girlfriend leave,3,4.133507,4.8012676,3,3.7858055,7.0133934,2,-0.73808616,6.3021297
853,853,My boss pointed out an unintentional error in my work This work is a failure , All-or-nothing thinking,bos pointed unintentional error work work failure,3,7.3091483,8.288262,3,7.383334,10.74719,2,5.2552514,7.1408124
854,854,last week i went in for a job interview that i thought went very well but then i didnt get the job ill never be able to find a good job , Fortune telling,last week went job interview thought went well didnt get job ill never able find good job,3,8.493867,9.54767,3,8.815336,11.736205,2,6.2905445,4.9020915
855,855,"Last week, my co-worker was invited to participate in a workshop and I was not. My co-worker is better than me. ", Comparing and Despairing,last week coworker invited participate workshop coworker better,3,7.450832,9.377515,3,6.194723,10.789562,2,3.687564,6.9226565
856,856,"My relationship ended out of nowhere, constantly stressed about my job, i ever feel like be worth it to another person or to my friends unless they need something. I don’t feel like I’m worth it. ", All-or-nothing thinking,relationship ended nowhere constantly stressed job ever feel like worth another person friend unless need something dont feel like im worth,3,8.366115,5.504288,3,7.419729,7.775462,2,1.9900254,4.561312
857,857,"My relationshi ended out of nowhere, constantly stressed about my job, i ever feel like be worth it to another person or to my friends unless they need something. I don’t feel like I’m worth it. ", Catastrophizing,relationshi ended nowhere constantly stressed job ever feel like worth another person friend unless need something dont feel like im worth,3,8.335521,5.4472413,3,7.457775,7.779516,2,1.9100783,4.546834
858,858,I got bad grades in the exam My teacher is the reason I'm not doing well , Blaming,got bad grade exam teacher reason im well,3,9.924985,7.691288,3,10.437849,9.460699,2,6.8150764,6.53145
859,859,"I'm organizing a birthday party for my kid My niece's birthday party had twice the amount of people, our party will be rubbish in comparison ", Comparing and Despairing,im organizing birthday party kid niece birthday party twice amount people party rubbish comparison,1,5.7702236,7.5571194,3,5.4527583,10.5440035,2,3.2206411,7.4655213
860,860,I am walking down the street in a new red jeans and a stranger looked at the jeans I should have never worn these jeans and stick to blue ones , Should statements,walking street new red jean stranger looked jean never worn jean stick blue one,3,5.855236,8.58366,0,9.742234,8.27625,0,3.7634578,8.386242
861,861,a girl i really liked would not go out on a date with me im not very attractive , All-or-nothing thinking,girl really liked would go date im attractive,3,5.870632,3.961289,3,4.744976,7.4423356,2,3.1369667,6.029421
862,862,"I made a joke that fell flat in front of someone I just met, and that person left the room. People will never perceive me as acting naturally in social situations. ", Fortune telling,made joke fell flat front someone met person left room people never perceive acting naturally social situation,3,6.1907783,6.9696026,3,5.5162106,9.868935,2,2.8859375,6.9699636
863,863,The team captain on my gaming team approached me to try to remove me as the vice captain on the team citing that they didn't think I was doing enough to assist them. You hardly communicate what you need at all. How am I supposed to help? , Personalizing,team captain gaming team approached try remove vice captain team citing didnt think enough assist hardly communicate need supposed help,3,7.5100336,9.136955,3,6.734638,10.579784,2,4.021169,6.8097973
864,864,"I keep pushing myself towards new things. I keep working, studying, socializing, exercising. I'm doing far more thab anyonr I know and I still go to sleep every night, hoping I won't wake up. I'm everything I can and I still feel like shit ", Disqualifying the Positive,keep pushing towards new thing keep working studying socializing exercising im far thab anyonr know still go sleep every night hoping wont wake im everything still feel like shit,3,8.674604,5.5845733,3,7.825672,7.5554957,2,3.6667,4.151234
865,865,We are late to the dinner party The party is spoilt because of us , Personalizing,late dinner party party spoilt u,3,6.6381664,7.521031,3,6.0046387,10.382222,2,3.7135403,7.9261603
866,866,"I am at a party where I only know the host and the stranger I don't know why I was invited, I don't know anyone here ", Catastrophizing,party know host stranger dont know invited dont know anyone,3,5.7213964,5.3939,3,5.3995566,9.99114,2,3.023925,7.0315905
867,867,Our marriage is lousy The reason my marriage is so lousy is because my husband is totally unreasonable , Blaming,marriage lousy reason marriage lousy husband totally unreasonable,3,2.909861,7.4736915,3,3.21521,7.728704,2,0.079982825,7.6939716
868,868,I gave a present to my friend on her birthday My present was much smaller in size than the others , Comparing and Despairing,gave present friend birthday present much smaller size others,1,5.5192075,7.6535482,3,5.227352,10.414818,2,2.830011,7.813084
869,869,"My brother and I have been really getting into a lot of fights. This past weekend he blew up again because he thought I was talking over him, but he does it all the time to me. I was upset because of his temper tantrums again, it has been happening too much over the past few or more years. He is supposed to act like an adult now and he isn't. I can't really talk to him anymore because I fear that he will explode, although he does t anyways. I am so angry that he is such a hypocrite. He doesn't realize he is guilty of the same things he explodes about. ", Negative feeling or emotion,brother really getting lot fight past weekend blew thought talking time upset temper tantrum happening much past year supposed act like adult isnt cant really talk anymore fear explode although anyways angry hypocrite doesnt realize guilty thing explodes,3,4.028467,7.374868,3,6.1751966,6.4677396,2,0.7775675,7.697374
870,870,Last week I talked to a girl at a bar but was rejected by her I am undesirable , Labeling,last week talked girl bar rejected undesirable,3,5.914604,4.0531645,3,4.7371855,7.383338,2,3.1620977,6.1540194
871,871,Nobody finds me attractive other then my boyfriend I am ugly , Negative feeling or emotion,nobody find attractive boyfriend ugly,3,6.3315134,4.222872,3,5.266488,7.789363,2,3.0645754,5.6035094
872,872,i posted myself on instagram lack of self-worth , Comparing and Despairing,posted instagram lack selfworth,3,7.4672813,5.102242,3,6.908684,8.237167,2,3.3048444,5.0373363
873,873,I sent my boyfriend several long text messages to which he responded with only one sentence. I'm worried I'm annoying my boyfriend. , Mind reading,sent boyfriend several long text message responded one sentence im worried im annoying boyfriend,3,3.1346352,5.9638095,3,3.3340564,9.062657,2,0.035559833,7.8841543
