,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean
769,769,I went on a trip and heard a commercial for a kitchen appliance Did I leave the kitchen stove on? My entire house will burn down , Catastrophizing,went trip heard commercial kitchen appliance leave kitchen stove entire house burn,5.9612308,6.7715,6.719032,5.74964,5.4966297,2.9603665,3,12,10
770,770,I forgot to give my boss an important message when I was at work. The customer who left the message ended up being very angry because they had a problem that needed to be resolved My boss was pretty upset with me and the customer may take his business elsewhere I feel like a failure , Labeling,forgot give bos important message work customer left message ended angry problem needed resolved bos pretty upset customer may take business elsewhere feel like failure,7.4433537,5.1586666,7.3467975,11.131746,8.229673,4.651552,10,3,8
771,771,My next door neighbors filed a complaint against us last week blaming our dogs for excessive barking They are so wrong and I'm so pissed but I know I can't prove it and they will probably win because they won't ever admit it and I have to do something right NOW! or I might lose my dogs. , Overgeneralizing,next door neighbor filed complaint u last week blaming dog excessive barking wrong im pissed know cant prove probably win wont ever admit something right might lose dog,6.1858435,5.745647,5.0998793,9.822369,4.579303,8.878738,10,6,1
772,772,"I am at a party where I do not know very many people. When I try to talk to a stranger, he gives one word replies and then ignores me. . I am being annoying. ", Mind reading,party know many people try talk stranger give one word reply ignores annoying,4.833943,2.9398146,4.9222856,10.372501,4.943551,8.086798,11,6,5
773,773,At work I was frustrated after a meeting because I was told a certain amount of documents had to be indexed that week. I had a lot of other tasks and I started frantically naming them off. I was not expected to be indexing the full collection of documents like I thought I was so I was later embarassed I had acted so frustrated and snappy. I thought I was being taken advantage of. , Mind reading,work frustrated meeting told certain amount document indexed week lot task started frantically naming expected indexing full collection document like thought later embarassed acted frustrated snappy thought taken advantage,7.138177,6.0935163,6.342518,11.209394,8.35908,4.6339345,10,6,8
774,774,I ask out a co-worker who I became fond of recently but was turned down. I won't find someone I can be with , Fortune telling,ask coworker became fond recently turned wont find someone,4.222034,1.6874945,4.30921,10.818849,5.309393,7.720833,11,6,11
775,775,I invited a co-worker out and they turned me down They will never want to go out with me , Catastrophizing,invited coworker turned never want go,4.2080073,1.7450051,4.672272,10.932335,5.3656116,7.8719273,11,6,5
776,776,I was in my grandma's house and I knocked the vase on the floor My grandma will never talk to me again , Catastrophizing,grandma house knocked vase floor grandma never talk,4.715228,4.833727,4.135081,7.273782,1.9557158,6.3830533,9,8,4
777,777,My wife was supposed to be home by now and she's not and it's raining really bad Did she get in a car crash? , Comparing and Despairing,wife supposed home shes raining really bad get car crash,2.8848798,3.4489055,5.421211,6.716744,2.8122914,7.118165,7,3,4
778,778,"I cant work out what my real personality is because my opinions and moods change all the time and Its like I change into different personalities kind of but its not different conciousmesses its just i dont know how to explain it but I think im insane because I dont know much about who I am because who I am changes and it can change very fast, is this normal? i have no stable identity and I dont know why or if its normal ", Overgeneralizing,cant work real personality opinion mood change time like change different personality kind different conciousmesses dont know explain think im insane dont know much change change fast normal stable identity dont know normal,7.397283,1.1103569,6.6323614,7.1909833,4.539958,4.247183,2,5,2
779,779,"Meeting an old friend, that I hadn't seen in two decades for lunch. what if i have nothing to say, what if we don't click anymore, what if this goes badly. ", Fortune telling,meeting old friend hadnt seen two decade lunch nothing say dont click anymore go badly,4.2619786,2.8595133,3.9363256,10.205254,5.065189,7.766336,11,6,5
780,780,"Recently I found out that one of my coworkers with who I work closely, organized a party and I wasn't invited to the party. I felt left out and singled out in the office and wondered if the person had a personal grudge against me. ", Personalizing,recently found one coworkers work closely organized party wasnt invited party felt left singled office wondered person personal grudge,7.272637,6.3497276,5.8357897,11.214922,5.657792,8.439654,10,6,5
781,781,My boss yelled at me I'm feeling sad , Negative feeling or emotion,bos yelled im feeling sad,7.823045,5.607803,7.4478545,11.217087,8.355445,4.5417194,5,3,8
782,782,My boyfriend went to visit his son and wound up spending the entire day with his son and his son's mother while ignoring my phone calls. I thought he was cheating on me , Mind reading,boyfriend went visit son wound spending entire day son son mother ignoring phone call thought cheating,2.5278971,4.808115,2.6140268,8.556974,2.5548656,8.336002,0,4,6
783,783,My husband asked me to make sure I cleaned the cutting board better. I do so much around here and you are harping about the cutting board? , Blaming,husband asked make sure cleaned cutting board better much around harping cutting board,5.5957355,6.480173,7.201406,6.0280094,2.2924678,8.612047,3,12,6
784,784,We had bad storms in our community and some tornadoes came through and destroyed some of the area. No one in our extended family from out of town checked on me. I feel unloved and unwanted by my mother and siblings , Emotional reasoning,bad storm community tornado came destroyed area one extended family town checked feel unloved unwanted mother sibling,5.034848,5.1339965,4.8588295,7.357073,3.2881997,6.0923114,9,8,12
785,785,We are not making enough progress on our group project This project is a failure because of John , Blaming,making enough progress group project project failure john,8.097542,5.069277,7.634232,10.366607,8.474501,5.5207953,10,3,8
786,786,My boyfriend and I were supposed to go out last night and I got very aggravated at the change of plans and that he pushed back the time. he didn't respect our initial commitment , Negative feeling or emotion,boyfriend supposed go last night got aggravated change plan pushed back time didnt respect initial commitment,2.9660087,5.2987633,2.6226041,8.436511,2.7979305,8.679381,0,4,6
787,787,I was with friends and misinterpreted a comment and was upset for the wrong reasons. Turns out I misheard what was said and made a big deal out of nothing. Why are my friends treating me so harshly? , Negative feeling or emotion,friend misinterpreted comment upset wrong reason turn misheard said made big deal nothing friend treating harshly,4.8497157,3.6193228,4.781085,10.084143,4.582492,8.221643,6,6,5
788,788,I was planning a bachelor party for a friend and some of the people invited were not satisfied with what I was trying to plan. Why can't they cooperate on this? , Personalizing,planning bachelor party friend people invited satisfied trying plan cant cooperate,5.202658,4.1301107,5.383779,11.157209,5.5743923,8.427766,6,6,5
789,789,I tried to make friends with people but they kept ignoring me. I am not interesting , Negative feeling or emotion,tried make friend people kept ignoring interesting,4.940168,2.6946526,4.7394886,10.239493,5.066008,7.563935,11,6,5
790,790,I've been sitting at my desk for a long time and I haven't been able to get anything done. I will lose my job eventually. , Catastrophizing,ive sitting desk long time havent able get anything done lose job eventually,9.379322,5.750765,7.885367,10.347222,7.7752357,5.262233,5,3,8
791,791,In class I feel like others hear my thoughts and judge me. When some things really don't work(for example I have some things for school for tommorow and I can't find how to do that thing after searching hours on internet I get angry and sometimes results to self harm(punching). I sometimes feel like everybody is here just to watch me and see how I react to things(sounds insane). Am I insane? , Labeling,class feel like others hear thought judge thing really dont workfor example thing school tommorow cant find thing searching hour internet get angry sometimes result self harmpunching sometimes feel like everybody watch see react thingssounds insane insane,7.332005,0.99784493,6.536788,7.12651,4.4310203,4.1263695,2,5,2
792,792,My boyfriend made fun of me for losing a game. I got upset and we had an argument. I'm really bad at everything I do. , All-or-nothing thinking,boyfriend made fun losing game got upset argument im really bad everything,3.1159055,5.4435744,3.570607,8.929781,3.12792,8.558574,0,4,6
793,793,My boss pointed out an unintentional error in my work. I am incapable of doing anything right. , All-or-nothing thinking,bos pointed unintentional error work incapable anything right,7.4358835,5.178108,7.204073,11.148455,8.326258,4.7673883,10,3,8
794,794,"When doing some piecework online, I was told that my work was not good. I worked hard on these jobs, and was sure I had done well. ", Overgeneralizing,piecework online told work good worked hard job sure done well,7.754013,5.746953,8.178387,10.834585,8.283834,6.1757026,10,7,3
795,795,They are racist I hate Republicans , Negative feeling or emotion,racist hate republican,5.523066,2.5660539,5.286637,9.388199,4.5895905,7.478397,6,2,11
796,796,Go fuck yourself Fuck you , Negative feeling or emotion,go fuck fuck,6.130473,1.9328326,5.897582,8.080715,4.610067,5.695918,4,5,12
797,797,Once I was unemployed because I had many faults at work Having done things wrong , Personalizing,unemployed many fault work done thing wrong,8.951597,5.610625,8.444488,10.142859,7.58283,6.7692895,5,7,7
798,798,I worried about being late and I almost crashed the car I worry too much , Negative feeling or emotion,worried late almost crashed car worry much,7.069182,4.3067117,5.9115176,6.3157396,7.405177,4.332731,3,12,8
799,799,That's what my mom tells me growing up I'm worthless , Overgeneralizing,thats mom tell growing im worthless,6.8520927,2.4349062,6.886974,8.307198,6.0136456,6.724628,4,10,0
800,800,I invited a co-worker out and they turn me down They will never want to go out with me , Labeling,invited coworker turn never want go,4.204926,1.7478837,4.6968446,10.9159565,5.3133936,7.886493,11,6,5
801,801,My crush doesn't like me back Never finding love , Overgeneralizing,crush doesnt like back never finding love,4.5546494,1.9604039,3.764964,10.394212,3.3079696,8.167741,11,2,6
802,802,"I asked my daughter a question, and she responded in a snotty way. She doesn't love me like she used to. ", Personalizing,asked daughter question responded snotty way doesnt love like used,3.5479715,3.9254754,3.0324621,10.0655985,1.8893147,7.0498962,7,0,4
803,803,"Recent rape, prior trauma, isolation, boredom, loneliness, feeling abandoned and so alone I can't get through this ", Negative feeling or emotion,recent rape prior trauma isolation boredom loneliness feeling abandoned alone cant get,7.173924,1.7899499,5.4918256,7.487677,3.7322495,5.9577293,2,5,12
804,804,Becoming broke again. I can't and never will escape this prison at my moms house , Negative feeling or emotion,becoming broke cant never escape prison mom house,7.8067713,2.5861237,6.8717427,7.750534,6.7560115,6.972265,2,10,0
805,805,I don't know why I am writing the essay Nobody cares what I have to say , Overgeneralizing,dont know writing essay nobody care say,6.116976,2.3277779,9.795703,8.832934,6.5489163,6.327068,4,2,11
806,806,"I showed a new game idea I have to some friends I have in a chat room we all have together, but only 2 of them responded. My friends aren't interested in my game idea ", Mind reading,showed new game idea friend chat room together responded friend arent interested game idea,4.7705255,3.3203952,4.8755918,10.512513,5.0551,8.182157,6,6,5
807,807,I put in a lot of time on an Mturk task and was rejected on an attention request. I suggested a better way of handling these errors (automatic ejection) to the researcher and their answer showed they didn't understand my point. I didn't explain this right. , Personalizing,put lot time mturk task rejected attention request suggested better way handling error automatic ejection researcher answer showed didnt understand point didnt explain right,7.3605027,6.1393585,6.9690228,11.343038,8.13104,5.6430535,10,3,8
808,808,"While in a group voice chat, everyone left me without saying goodbye. Does nobody want to talk to me? ", Mind reading,group voice chat everyone left without saying goodbye nobody want talk,4.7020793,3.104664,4.813975,10.405434,4.688859,7.6392603,11,6,5
809,809,My sister put pictures of everyone but me on her holiday card No one cares about me , Overgeneralizing,sister put picture everyone holiday card one care,4.30424,4.79649,4.1413655,8.136425,2.9349535,6.7310762,9,8,6
810,810,i and my brother were working in the same office were i am his senior and when he does careless mistakes my boss warned me as i am his senior who is responsible for his work my brother is very careless as he has the feeling that there is no one to ask him as his sister is the one who is senior , Overgeneralizing,brother working office senior careless mistake bos warned senior responsible work brother careless feeling one ask sister one senior,4.276954,5.601887,7.298495,11.266261,2.7529502,6.534539,9,3,6
811,811,"I was greatly irritated, almost angry,  when a close friend reached out to me for assistance on taxes.  I usually do them, but I did not want to be bothered this year and felt almost used. I feel my friend used me. ", Personalizing,greatly irritated almost angry close friend reached assistance tax usually want bothered year felt almost used feel friend used,7.009589,6.231162,6.1666775,11.243551,3.8643274,7.337941,6,6,1
812,812,A friend who is a recent widower has started dating. My friend is ignoring his recently-deceased wife. , Mind reading,friend recent widower started dating friend ignoring recentlydeceased wife,3.4729543,5.5493965,3.275434,9.470631,3.4481688,7.842854,0,0,4
813,813,I called my friend three times this past week but she hasn't answered or called/messaged me back yet. Maybe she doesn't really like me as much as I thought and like her. Maybe I'm awkward. , Mind reading,called friend three time past week hasnt answered calledmessaged back yet maybe doesnt really like much thought like maybe im awkward,3.1486058,3.9043107,3.021842,9.810079,1.842477,7.6126466,7,0,4
814,814,I completely overreacted to my teenage son's grades. Why isn't this kid applying himself? , Overgeneralizing,completely overreacted teenage son grade isnt kid applying,4.01652,6.1066937,9.107413,7.9246798,3.5313785,9.378558,9,11,9
815,815,I was given a wrong dosage of medication by my Doctor.  I couldn't figure out why I felt so bad until I went back to see him. Medication can be dangerous. , All-or-nothing thinking,given wrong dosage medication doctor couldnt figure felt bad went back see medication dangerous,5.781992,4.8073845,6.050203,6.1990952,3.7482963,4.655047,3,12,1
816,816,Rejected from my dream company I never get what I want , Overgeneralizing,rejected dream company never get want,8.596766,6.3222713,8.622467,10.955383,7.9576735,7.437866,5,7,7
817,817,My boss on the construction site was very mean and aggressive with me. I must not have been doing a good job , Personalizing,bos construction site mean aggressive must good job,7.673689,6.192499,7.3181143,11.450507,7.312709,8.370167,10,3,8
818,818,Your car broke down on the way to work and you are getting late I will lose my job over this! , Catastrophizing,car broke way work getting late lose job,7.583568,4.812502,8.3475895,10.383525,7.8094826,4.2395487,5,3,8
819,819,I was at work and sent info for an ad to our local newspaper. They called me later and said my boss had over-ridden everything and sent them new info. He shouldn't assign me a task if he doesn't trust my work. , Should statements,work sent info ad local newspaper called later said bos overridden everything sent new info shouldnt assign task doesnt trust work,7.6858354,5.7833037,7.4073186,11.118625,8.409537,4.969936,10,3,8
820,820,My daughter lied to me about a photo on her phone because she was embarrassed she doesnt want to share things with me , Personalizing,daughter lied photo phone embarrassed doesnt want share thing,3.3934143,4.014973,2.5655885,10.208915,1.9369915,6.706132,7,0,4
821,821,My Dentist told me I'd need a root canal procedure. I'm going to have to endure some physical and financial pain. , Fortune telling,dentist told id need root canal procedure im going endure physical financial pain,9.883314,5.393993,8.585575,9.289116,7.0452433,7.392174,5,7,7
822,822,"I was passed over for a small promotion at my place of work. The person who got the promotion was younger and less experienced than me, but a favorite of the boss. I was angry because I was the better person for the job. ", Personalizing,passed small promotion place work person got promotion younger le experienced favorite bos angry better person job,7.754427,6.5214534,7.732409,11.601446,7.3828816,8.384269,10,3,7
823,823,My uncle was in a serious accident and ignorant members of my family did not contact me and let me know. The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle. , Mind reading,uncle serious accident ignorant member family contact let know anger felt member family like refused let know beloved uncle,4.990098,5.201597,4.5573864,7.2709513,2.7302995,6.4215574,9,8,6
824,824,"I am quite fond of a coworker and decide to talk to them. I offer up the idea that it might be fun to go out together sometime, and they respond with the fact they are too busy. I'm not attractive or have a good enough personality. ", Labeling,quite fond coworker decide talk offer idea might fun go together sometime respond fact busy im attractive good enough personality,4.174284,1.6664748,4.563246,10.929865,5.262362,7.7712517,11,6,11
825,825,"one of my friend posted a video of a spider getting inside a car, and she so happened to have had her car broken into. So i asked her if the police found whoever broke into her car, and she totally ignored me maybe she doesn't like me anymore. ", Mind reading,one friend posted video spider getting inside car happened car broken asked police found whoever broke car totally ignored maybe doesnt like anymore,3.1140153,3.9301488,3.0972724,9.571338,2.357553,7.731048,7,0,4
826,826,"I had tentative plans to get together with friends last week, but they never got back to me. they don't really like me ", Mind reading,tentative plan get together friend last week never got back dont really like,4.50118,3.2764697,4.7214136,10.674628,5.0870633,7.9157443,6,6,5
827,827,My husband and his friends are always speaking Spanish in front of me and I cannot understand anything they are saying things in front of me that they don't want me to know or understand , Negative feeling or emotion,husband friend always speaking spanish front cannot understand anything saying thing front dont want know understand,5.0969195,3.5023065,5.1374354,9.852666,4.527134,8.229542,6,6,5
828,828,"I asked my husband to get me wine on the way home from work, but he forgot. He is selfish ", Labeling,asked husband get wine way home work forgot selfish,3.3864012,5.7049956,2.7532833,8.075364,2.386713,8.738042,0,4,6
829,829,"My husband wants a divorce, I've self isolated for years, my brother died Worthlessness, abandonment, grief ", Negative feeling or emotion,husband want divorce ive self isolated year brother died worthlessness abandonment grief,7.099263,1.8363291,5.0821323,7.417205,3.7050462,6.15306,2,5,12
830,830,I was at my Moms house today and we were talking about my job. She was shocked that I had been there for more than a decade. She felt that it wasn't a good enough job. We were talking in the living room. She gasped as if that was insane. My job is worthless , Catastrophizing,mom house today talking job shocked decade felt wasnt good enough job talking living room gasped insane job worthless,8.957736,5.590241,8.4965725,10.2762575,6.699729,7.1722965,5,7,7
831,831,"At dinner my mother in law kept trying to tell me how to watch my daughter and was being condensending, I finally got angry and told her to mind her own business. My mother in law thinks I am an incompetent father. ", Mind reading,dinner mother law kept trying tell watch daughter condensending finally got angry told mind business mother law think incompetent father,4.5494223,5.9713426,4.0125523,6.9831076,1.9364705,6.2814393,9,8,4
832,832,"my neighbors downstairs were having a party, and would not be quiet so i had to call the police and not get any sleep before work I am being disrespected ", Labeling,neighbor downstairs party would quiet call police get sleep work disrespected,7.0073957,6.4344788,4.990095,9.859245,4.674084,8.965269,10,6,1
833,833,I was driving home with my mother and we were talking about something. I said something stupid that didn't make sense and she called me out on it. My opinions aren't valuable. , Disqualifying the Positive,driving home mother talking something said something stupid didnt make sense called opinion arent valuable,4.1453967,4.8609424,4.1372333,7.1513844,5.8645306,7.509445,7,8,1
834,834,My partner broke up with me and slept with someone else No one cares about me , Overgeneralizing,partner broke slept someone else one care,4.458519,2.5915525,2.3981745,9.004019,3.1225476,7.099249,11,4,12
835,835,My girlfriend was distracted by other men at the gym. I'm not attractive enough. , Mind reading,girlfriend distracted men gym im attractive enough,4.535607,1.6262987,2.5449953,9.464731,2.0482414,7.851052,7,0,4
836,836,"My partner was visiting her daughter, who was having surgery.  I got annoyed with her on the phone because she was being distracted. I wanted her to pay attention and not interrupt me. ", Personalizing,partner visiting daughter surgery got annoyed phone distracted wanted pay attention interrupt,3.5137239,4.5365486,2.4447744,9.4193535,1.9384359,8.0369835,7,0,6
837,837,I got in a fight with my roommate over the bathroom He's so damn inconsiderate , Labeling,got fight roommate bathroom he damn inconsiderate,3.726544,5.1582932,3.466538,8.465016,2.9864178,8.854078,0,4,6
838,838,"A Roomate of mine stole my comptuer Someone I trusted stole something valuable of mine, I was extremely angry and wanted justice ", Emotional reasoning,roomate mine stole comptuer someone trusted stole something valuable mine extremely angry wanted justice,5.526377,5.745101,4.4232183,8.088869,4.1604156,8.992091,9,8,1
839,839,My sister tried to commit suicide whilst at middle school I was not a good enough sister , Labeling,sister tried commit suicide whilst middle school good enough sister,4.464618,5.199615,4.222585,7.5802236,2.7944818,6.1687646,9,8,9
840,840,I came home to find an ambulance and firetruck in front of my house.  I feared something had happened to my old mom.  I ran in the house to find everything was fine and that the ambulance was for our neighbor.  I screamed at my sister for not texting me to tell me that the ambulance was not for my mom when she knew I was coming home at that time.  She told me it had just arrived and there was no time to let me know but I was still irrationally angry at her.  And instead of being happy that my mom was ok I was instead angry at my sister. my sister was thoughtless to not call me , Negative feeling or emotion,came home find ambulance firetruck front house feared something happened old mom ran house find everything fine ambulance neighbor screamed sister texting tell ambulance mom knew coming home time told arrived time let know still irrationally angry instead happy mom ok instead angry sister sister thoughtless call,4.6371284,5.371851,4.450105,7.167021,2.535076,6.4402094,9,8,6
841,841,I got a parking ticket because my sister forgot to register for overnight parking in front of my house. I am responsible for her mistakes. , Blaming,got parking ticket sister forgot register overnight parking front house responsible mistake,6.019519,5.5708337,6.725503,10.304099,4.424916,8.738215,10,3,1
842,842,My spouse got a new gaming console and spends most of his free time playing video games. I am not good enough for him. , Labeling,spouse got new gaming console spends free time playing video game good enough,2.8494973,5.639452,2.9520571,7.805029,2.3516047,8.794982,0,4,6
843,843,I did badly in a writing contest I entered. I did not final. I am a bad writer. , All-or-nothing thinking,badly writing contest entered final bad writer,9.111719,4.501275,9.539532,9.07682,7.663658,6.3819933,1,11,3
844,844,"I am unable to write the essay My laptop is crap! If only I had a better laptop, I could have been better at writing ", Negative feeling or emotion,unable write essay laptop crap better laptop could better writing,8.959249,4.4226313,9.796205,8.87531,7.3726363,6.3602085,1,11,3
845,845,A student let me know they are struggling to grasp any of the concepts in class. Am I not explaining the material well? , All-or-nothing thinking,student let know struggling grasp concept class explaining material well,7.089325,5.557819,8.979462,7.8892183,8.6374655,6.0796223,10,11,3
846,846,I'm failing school I'm worthless , Comparing and Despairing,im failing school im worthless,7.327147,2.5610542,7.1817136,8.33707,6.909235,6.574304,4,10,0
847,847,"I painted with my friends The color in their work is so much more vibrant, mine doesn't look this good ", Comparing and Despairing,painted friend color work much vibrant mine doesnt look good,7.332727,5.7192616,6.126546,10.499565,6.0551896,8.139949,10,9,1
848,848,Working on a project with Python and have not gotten it to successfully run. Why is it still messed up? , Disqualifying the Positive,working project python gotten successfully run still messed,8.018769,4.558071,7.284177,10.217227,7.9687233,5.262787,12,3,8
849,849,I couldn't talk confidently with a stranger My parents are to blame for my lack of confidence , Blaming,couldnt talk confidently stranger parent blame lack confidence,5.623695,3.478909,4.9986324,8.109531,5.005247,7.8233547,6,8,5
850,850,I saw my best friend kissing with my long time crush No one cares about me , Negative feeling or emotion,saw best friend kissing long time crush one care,4.736874,2.610286,3.7485435,8.943102,3.338504,6.9788265,11,4,12
851,851,"A few days ago, I got angry at my husband's grandmother who lives next door for beeping her horn till I came out of the house and asking me to come to dinner. She doesn't respect me. ", Overgeneralizing,day ago got angry husband grandmother life next door beeping horn till came house asking come dinner doesnt respect,4.548716,5.449576,3.997381,7.2283044,1.7297112,6.601331,9,8,4
852,852,My girlfriend said I was a taker when I said she did not emotionally support me before going to a movie last Saturday. My girlfriend will leave me. , Fortune telling,girlfriend said taker said emotionally support going movie last saturday girlfriend leave,3.2046926,3.1775095,2.3457265,9.812185,2.171841,7.5186653,7,0,4
853,853,My boss pointed out an unintentional error in my work This work is a failure , All-or-nothing thinking,bos pointed unintentional error work work failure,7.4266186,5.118457,7.3329277,11.222586,7.9818945,5.314461,10,3,8
854,854,last week i went in for a job interview that i thought went very well but then i didnt get the job ill never be able to find a good job , Fortune telling,last week went job interview thought went well didnt get job ill never able find good job,8.803062,6.234964,9.10676,10.791099,8.160418,7.511694,5,7,7
855,855,"Last week, my co-worker was invited to participate in a workshop and I was not. My co-worker is better than me. ", Comparing and Despairing,last week coworker invited participate workshop coworker better,7.7144427,6.0702844,5.2427483,11.296508,6.3791203,8.023102,10,6,7
856,856,"My relationship ended out of nowhere, constantly stressed about my job, i ever feel like be worth it to another person or to my friends unless they need something. I don’t feel like I’m worth it. ", All-or-nothing thinking,relationship ended nowhere constantly stressed job ever feel like worth another person friend unless need something dont feel like im worth,7.4107995,2.1711528,7.152091,7.9632783,3.7934601,6.1380644,2,10,12
857,857,"My relationshi ended out of nowhere, constantly stressed about my job, i ever feel like be worth it to another person or to my friends unless they need something. I don’t feel like I’m worth it. ", Catastrophizing,relationshi ended nowhere constantly stressed job ever feel like worth another person friend unless need something dont feel like im worth,7.3252506,2.186888,7.1894627,7.8395066,3.794301,6.076467,2,10,12
858,858,I got bad grades in the exam My teacher is the reason I'm not doing well , Blaming,got bad grade exam teacher reason im well,9.594558,3.6985166,9.316745,8.041672,9.151568,6.390534,1,11,3
859,859,"I'm organizing a birthday party for my kid My niece's birthday party had twice the amount of people, our party will be rubbish in comparison ", Comparing and Despairing,im organizing birthday party kid niece birthday party twice amount people party rubbish comparison,5.2206216,4.3009987,5.4913917,11.085767,5.675324,8.586426,3,6,5
860,860,I am walking down the street in a new red jeans and a stranger looked at the jeans I should have never worn these jeans and stick to blue ones , Should statements,walking street new red jean stranger looked jean never worn jean stick blue one,6.048207,5.328549,6.073898,10.056421,6.885396,3.6503544,10,9,10
861,861,a girl i really liked would not go out on a date with me im not very attractive , All-or-nothing thinking,girl really liked would go date im attractive,4.3716636,1.5562505,3.7909834,10.295388,5.2455254,7.1830263,11,0,11
862,862,"I made a joke that fell flat in front of someone I just met, and that person left the room. People will never perceive me as acting naturally in social situations. ", Fortune telling,made joke fell flat front someone met person left room people never perceive acting naturally social situation,5.812765,3.9174612,5.438357,10.703045,5.004692,8.48421,6,6,5
863,863,The team captain on my gaming team approached me to try to remove me as the vice captain on the team citing that they didn't think I was doing enough to assist them. You hardly communicate what you need at all. How am I supposed to help? , Personalizing,team captain gaming team approached try remove vice captain team citing didnt think enough assist hardly communicate need supposed help,7.7015457,6.05305,7.0701513,11.37924,8.387478,5.5363507,10,3,8
864,864,"I keep pushing myself towards new things. I keep working, studying, socializing, exercising. I'm doing far more thab anyonr I know and I still go to sleep every night, hoping I won't wake up. I'm everything I can and I still feel like shit ", Disqualifying the Positive,keep pushing towards new thing keep working studying socializing exercising im far thab anyonr know still go sleep every night hoping wont wake im everything still feel like shit,7.8093677,2.1889682,7.179177,7.65406,5.393681,5.0303864,2,10,2
865,865,We are late to the dinner party The party is spoilt because of us , Personalizing,late dinner party party spoilt u,6.790553,4.4776735,6.20498,10.830712,7.487516,3.8671076,3,6,8
866,866,"I am at a party where I only know the host and the stranger I don't know why I was invited, I don't know anyone here ", Catastrophizing,party know host stranger dont know invited dont know anyone,4.8485556,3.0502856,5.29439,10.752014,5.3891535,8.258753,11,6,5
867,867,Our marriage is lousy The reason my marriage is so lousy is because my husband is totally unreasonable , Blaming,marriage lousy reason marriage lousy husband totally unreasonable,3.245305,5.9300203,2.4448175,8.170892,2.3927376,8.331061,0,4,6
868,868,I gave a present to my friend on her birthday My present was much smaller in size than the others , Comparing and Despairing,gave present friend birthday present much smaller size others,4.89954,4.536643,5.422123,10.996157,5.511778,8.8546915,3,8,1
869,869,"My brother and I have been really getting into a lot of fights. This past weekend he blew up again because he thought I was talking over him, but he does it all the time to me. I was upset because of his temper tantrums again, it has been happening too much over the past few or more years. He is supposed to act like an adult now and he isn't. I can't really talk to him anymore because I fear that he will explode, although he does t anyways. I am so angry that he is such a hypocrite. He doesn't realize he is guilty of the same things he explodes about. ", Negative feeling or emotion,brother really getting lot fight past weekend blew thought talking time upset temper tantrum happening much past year supposed act like adult isnt cant really talk anymore fear explode although anyways angry hypocrite doesnt realize guilty thing explodes,4.0957294,5.531963,4.394581,7.521145,2.9353194,8.734038,9,8,6
870,870,Last week I talked to a girl at a bar but was rejected by her I am undesirable , Labeling,last week talked girl bar rejected undesirable,4.4133506,1.5776109,3.559365,10.061215,5.297847,7.408976,11,0,11
871,871,Nobody finds me attractive other then my boyfriend I am ugly , Negative feeling or emotion,nobody find attractive boyfriend ugly,4.9730825,1.505114,4.2636847,9.778218,5.3370323,6.9303703,11,2,11
872,872,i posted myself on instagram lack of self-worth , Comparing and Despairing,posted instagram lack selfworth,6.3611703,1.8901522,6.6733866,8.510092,5.600889,6.4138255,4,10,0
873,873,I sent my boyfriend several long text messages to which he responded with only one sentence. I'm worried I'm annoying my boyfriend. , Mind reading,sent boyfriend several long text message responded one sentence im worried im annoying boyfriend,2.6254218,4.6412635,2.8698125,8.702305,2.937745,8.368245,0,4,6
874,874,I keep failing at everything. I feel like I need to die to be happy. , Disqualifying the Positive,keep failing everything feel like need die happy,7.5858507,2.2137327,7.87659,8.100033,5.5938663,5.3073964,2,1,2
875,875,They betrayed me. They made me suffer and made me sucidal and depressed and now they are enjoying their life. I want to take revenge , Blaming,betrayed made suffer made sucidal depressed enjoying life want take revenge,5.3670573,4.691029,4.672462,8.172849,4.1562715,7.2836356,9,8,1
876,876,Just being alive. Living is boring and not worth it. Nothing makes me happy or has ever done so. If only i was more selfish i could end it. Doing basic tasks without the threat of making my life even worse is a struggle. , Overgeneralizing,alive living boring worth nothing make happy ever done selfish could end basic task without threat making life even worse struggle,6.915024,2.042302,6.763034,8.005505,5.178968,5.256462,2,10,2
877,877,"I feel as though I cannot do anything that is worth a damn. I dream of doing these wonderful things and yet, here I am on my overweight ass not doing anything. I'm mooching off my low-middle class parents with no regard to the future comsequences if I continue to stay at home doing nothing but sleeping and eating along with the occasional gaming or binging sessions. I have enormous self pity and self loathing for myself all the time. I fear of dying acconplishing nothing and yet don't care if I die at the same time. I also blame the world for making it impossible to live while also blaming myself. My life is hypocrisy incarnate. I'm worthless ", Should statements,feel though cannot anything worth damn dream wonderful thing yet overweight as anything im mooching lowmiddle class parent regard future comsequences continue stay home nothing sleeping eating along occasional gaming binging session enormous self pity self loathing time fear dying acconplishing nothing yet dont care die time also blame world making impossible live also blaming life hypocrisy incarnate im worthless,7.368853,1.9333516,7.081319,7.636547,5.382065,5.334581,2,10,2
878,878,I hate my life Killing myself , Disqualifying the Positive,hate life killing,7.3557415,1.7813773,5.9926453,7.703386,4.6954584,5.204488,2,5,2
